Time,DistanceX,DistanceY,rnti,sinr
22.9,-245.714,-240.526,3,23.02
23.0,-255.072,-239.504,1,23.4
23.0,-243.557,-252.5,2,23.03
23.0,-245.389,-240.358,3,23.02
23.1,-255.022,-239.525,1,23.4
23.1,-243.279,-252.505,2,23.03
23.1,-245.198,-240.188,3,23.02
23.2,-254.872,-239.687,1,23.4
23.2,-242.931,-252.432,2,23.03
23.2,-245.421,-240.009,3,23.02
23.3,-254.722,-239.849,1,23.4
23.3,-242.587,-252.364,2,23.03
23.3,-245.644,-239.83,3,23.02
23.4,-254.572,-240.011,1,23.4
23.4,-242.526,-252.665,2,23.03
23.4,-245.867,-239.651,3,23.02
23.5,-254.449,-240.097,1,23.4
23.5,-242.465,-252.965,2,23.03
23.5,-245.984,-239.389,3,23.02
23.6,-254.486,-239.74,1,23.4
23.6,-242.404,-253.266,2,23.03
23.6,-246.066,-239.097,3,23.02
23.7,-254.523,-239.383,1,23.4
23.7,-242.559,-253.322,2,23.03
23.7,-246.148,-238.806,3,23.02
23.8,-254.459,-239.072,1,23.4
23.8,-242.786,-253.297,2,23.03
23.8,-246.134,-238.801,3,23.02
23.9,-254.215,-238.844,1,23.4
23.9,-243.013,-253.273,2,23.03
23.9,-245.998,-239.158,3,23.02
24.0,-253.971,-238.616,1,23.4
24.0,-243.24,-253.248,2,23.03
24.0,-245.862,-239.515,3,23.02
24.1,-253.795,-238.549,1,23.4
24.1,-243.471,-253.114,2,23.03
24.1,-245.595,-239.772,3,23.02
24.2,-253.737,-238.76,1,23.4
24.2,-243.709,-252.794,2,23.03
24.2,-245.301,-240.007,3,23.02
24.3,-253.68,-238.971,1,23.4
24.3,-243.947,-252.473,2,23.03
24.3,-245.002,-240.229,3,23.02
24.4,-253.622,-239.183,1,23.4
24.4,-244.216,-252.311,2,23.03
24.4,-244.686,-240.389,3,23.02
24.5,-253.564,-239.394,1,23.4
24.5,-244.489,-252.173,2,23.03
24.5,-244.369,-240.548,3,23.02
24.6,-253.556,-239.187,1,23.4
24.6,-244.761,-252.035,2,23.03
24.6,-244.107,-240.575,3,23.02
24.7,-253.56,-238.877,1,23.4
24.7,-244.744,-251.799,2,23.03
24.7,-243.944,-240.356,3,23.02
24.8,-253.563,-238.566,1,23.4
24.8,-244.529,-251.494,2,23.03
24.8,-243.781,-240.137,3,23.02
24.9,-253.395,-238.447,1,23.4
24.9,-244.314,-251.19,2,23.03
24.9,-243.618,-239.919,3,23.02
25.0,-253.102,-238.465,1,23.4
25.0,-244.08,-250.972,2,23.03
25.0,-243.509,-239.599,3,23.02
25.1,-252.809,-238.483,1,23.4
25.1,-243.844,-250.763,2,23.03
25.1,-243.425,-239.233,3,23.02
25.2,-252.557,-238.451,1,23.4
25.2,-243.609,-250.554,2,23.03
25.2,-243.341,-238.882,3,23.02
25.3,-252.502,-238.177,1,23.4
25.3,-243.701,-250.747,2,23.03
25.3,-243.288,-239.156,3,23.02
25.4,-252.447,-237.902,1,23.4
25.4,-243.91,-251.082,2,23.03
25.4,-243.236,-239.43,3,23.02
25.5,-252.392,-237.628,1,23.4
25.5,-244.024,-251.347,2,23.03
25.5,-243.183,-239.704,3,23.02
25.6,-252.518,-237.678,1,23.4
25.6,-243.776,-251.342,2,23.03
25.6,-243.067,-239.92,3,23.02
25.7,-252.766,-237.948,1,23.4
25.7,-243.528,-251.336,2,23.03
25.7,-242.867,-240.062,3,23.02
25.8,-253.014,-238.218,1,23.4
25.8,-243.279,-251.331,2,23.03
25.8,-242.667,-240.204,3,23.02
25.9,-253.382,-238.337,1,23.4
25.9,-243.041,-251.354,2,23.03
25.9,-242.468,-240.346,3,23.02
26.0,-253.768,-238.434,1,23.4
26.0,-242.844,-251.509,2,23.03
26.0,-242.447,-240.505,3,23.02
26.1,-254.114,-238.551,1,23.4
26.1,-242.648,-251.663,2,23.03
26.1,-242.746,-240.694,3,23.02
26.2,-254.387,-238.703,1,23.4
26.2,-242.451,-251.818,2,23.03
26.2,-243.046,-240.883,3,23.02
26.3,-254.661,-238.856,1,23.4
26.3,-242.239,-251.938,2,23.03
26.3,-243.05,-241.044,3,23.02
26.4,-254.93,-239.015,1,23.4
26.4,-241.949,-251.901,2,23.03
26.4,-242.796,-241.181,3,23.02
26.5,-255.175,-239.209,1,23.4
26.5,-241.659,-251.863,2,23.03
26.5,-242.543,-241.317,3,23.02
26.6,-255.42,-239.402,1,23.4
26.6,-241.369,-251.825,2,23.03
26.6,-242.285,-241.431,3,23.02
26.7,-255.665,-239.596,1,23.4
26.7,-241.069,-251.739,2,23.03
26.7,-241.968,-241.217,3,23.02
26.8,-255.838,-239.383,1,23.4
26.8,-240.765,-251.638,2,23.03
26.8,-241.65,-241.002,3,23.02
26.9,-256.009,-239.154,1,23.4
26.9,-240.46,-251.536,2,23.03
26.9,-241.62,-240.935,3,23.02
27.0,-256.179,-238.924,1,23.4
27.0,-240.372,-251.639,2,23.03
27.0,-241.935,-241.046,3,23.02
27.1,-256.224,-238.882,1,23.4
27.1,-240.407,-251.859,2,23.03
27.1,-242.251,-241.158,3,23.02
27.2,-256.124,-239.058,1,23.4
27.2,-240.442,-252.079,2,23.03
27.2,-242.531,-241.279,3,23.02
27.3,-256.023,-239.234,1,23.4
27.3,-240.477,-252.299,2,23.03
27.3,-242.772,-241.411,3,23.02
27.4,-255.923,-239.41,1,23.4
27.4,-240.483,-252.436,2,23.03
27.4,-243.012,-241.543,3,23.02
27.5,-255.823,-239.586,1,23.4
27.5,-240.324,-252.103,2,23.03
27.5,-243.252,-241.676,3,23.02
27.6,-255.658,-239.566,1,23.4
27.6,-240.166,-251.77,2,23.03
27.6,-243.223,-241.471,3,23.02
27.7,-255.437,-239.371,1,23.4
27.7,-240.135,-251.723,2,23.03
27.7,-243.135,-241.192,3,23.02
27.8,-255.215,-239.175,1,23.4
27.8,-240.267,-252.039,2,23.03
27.8,-243.046,-240.913,3,23.02
27.9,-255.049,-238.982,1,23.4
27.9,-240.399,-252.355,2,23.03
27.9,-242.867,-240.708,3,23.02
28.0,-255.214,-238.803,1,23.4
28.0,-240.293,-252.396,2,23.03
28.0,-242.551,-240.612,3,23.02
28.1,-255.379,-238.624,1,23.4
28.1,-239.968,-252.185,2,23.03
28.1,-242.236,-240.516,3,23.02
28.2,-255.544,-238.445,1,23.4
28.2,-239.643,-251.973,2,23.03
28.2,-242.165,-240.416,3,23.02
28.3,-255.714,-238.274,1,23.4
28.3,-239.404,-252.122,2,23.03
28.3,-242.514,-240.307,3,23.02
28.4,-256.047,-238.326,1,23.4
28.4,-239.17,-252.293,2,23.03
28.4,-242.862,-240.198,3,23.02
28.5,-256.38,-238.378,1,23.4
28.5,-238.936,-252.464,2,23.03
28.5,-242.851,-240.022,3,23.02
28.6,-256.683,-238.405,1,23.4
28.6,-238.67,-252.595,2,23.03
28.6,-242.628,-239.806,3,23.02
28.7,-256.567,-238.072,1,23.4
28.7,-238.371,-252.685,2,23.03
28.7,-242.404,-239.59,3,23.02
28.8,-256.451,-237.74,1,23.4
28.8,-238.073,-252.774,2,23.03
28.8,-242.311,-239.311,3,23.02
28.9,-256.359,-237.548,1,23.4
28.9,-237.94,-252.821,2,23.03
28.9,-242.405,-238.944,3,23.02
29.0,-256.351,-237.836,1,23.4
29.0,-238.223,-252.761,2,23.03
29.0,-242.498,-238.577,3,23.02
29.1,-256.343,-238.124,1,23.4
29.1,-238.507,-252.7,2,23.03
29.1,-242.749,-238.397,3,23.02
29.2,-256.335,-238.412,1,23.4
29.2,-238.791,-252.64,2,23.03
29.2,-243.048,-238.271,3,23.02
29.3,-256.206,-238.398,1,23.4
29.3,-238.789,-252.35,2,23.03
29.3,-243.346,-238.146,3,23.02
29.4,-256.038,-238.287,1,23.4
29.4,-238.731,-252.016,2,23.03
29.4,-243.619,-238.016,3,23.02
29.5,-255.871,-238.176,1,23.4
29.5,-238.673,-251.681,2,23.03
29.5,-243.879,-237.884,3,23.02
29.6,-255.703,-238.065,1,23.4
29.6,-238.967,-251.665,2,23.03
29.6,-244.14,-237.751,3,23.02
29.7,-255.535,-237.953,1,23.4
29.7,-239.305,-251.687,2,23.03
29.7,-244.357,-237.57,3,23.02
29.8,-255.197,-237.894,1,23.4
29.8,-239.642,-251.709,2,23.03
29.8,-244.452,-237.251,3,23.02
29.9,-254.812,-237.848,1,23.4
29.9,-239.82,-251.54,2,23.03
29.9,-244.546,-236.932,3,23.02
30.0,-254.436,-237.79,1,23.4
30.0,-239.988,-251.356,2,23.03
30.0,-244.665,-236.739,3,23.02
30.1,-254.096,-237.682,1,23.4
30.1,-240.155,-251.173,2,23.03
30.1,-244.857,-236.916,3,23.02
30.2,-253.756,-237.575,1,23.4
30.2,-240.322,-250.99,2,23.03
30.2,-245.048,-237.093,3,23.02
30.3,-253.573,-237.607,1,23.4
30.3,-240.207,-251.283,2,23.03
30.3,-245.239,-237.27,3,23.02
30.4,-253.622,-237.846,1,23.4
30.4,-240.062,-251.629,2,23.03
30.4,-245.338,-237.47,3,23.02
30.5,-253.672,-238.086,1,23.4
30.5,-239.964,-251.825,2,23.03
30.5,-245.306,-237.703,3,23.02
30.6,-253.722,-238.326,1,23.4
30.6,-240.019,-251.528,2,23.03
30.6,-245.275,-237.936,3,23.02
30.7,-253.649,-238.531,1,23.4
30.7,-240.074,-251.231,2,23.03
30.7,-245.243,-238.168,3,23.02
30.8,-253.309,-238.66,1,23.4
30.8,-240.129,-250.933,2,23.03
30.8,-245.218,-238.312,3,23.02
30.9,-252.97,-238.79,1,23.4
30.9,-240.293,-251.068,2,23.03
30.9,-245.227,-237.992,3,23.02
31.0,-252.795,-239.045,1,23.4
31.0,-240.465,-251.238,2,23.03
31.0,-245.236,-237.671,3,23.02
31.1,-252.746,-239.395,1,23.4
31.1,-240.638,-251.408,2,23.03
31.1,-245.259,-237.367,3,23.02
31.2,-252.698,-239.746,1,23.4
31.2,-240.811,-251.579,2,23.03
31.2,-245.589,-237.437,3,23.02
31.3,-252.806,-239.704,1,23.4
31.3,-240.531,-251.641,2,23.03
31.3,-245.919,-237.507,3,23.02
31.4,-252.971,-239.524,1,23.4
31.4,-240.139,-251.677,2,23.03
31.4,-246.215,-237.553,3,23.02
31.5,-253.135,-239.344,1,23.4
31.5,-239.912,-251.73,2,23.03
31.5,-246.118,-237.336,3,23.02
31.6,-253.299,-239.164,1,23.4
31.6,-240.153,-251.831,2,23.03
31.6,-246.021,-237.119,3,23.02
31.7,-253.573,-239.025,1,23.4
31.7,-240.394,-251.933,2,23.03
31.7,-245.924,-236.901,3,23.02
31.8,-253.909,-238.908,1,23.4
31.8,-240.635,-252.034,2,23.03
31.8,-245.827,-236.684,3,23.02
31.9,-254.245,-238.792,1,23.4
31.9,-240.693,-252.176,2,23.03
31.9,-245.691,-236.502,3,23.02
32.0,-254.186,-239.044,1,23.4
32.0,-240.512,-252.372,2,23.03
32.0,-245.549,-236.325,3,23.02
32.1,-254.043,-239.375,1,23.4
32.1,-240.331,-252.567,2,23.03
32.1,-245.406,-236.147,3,23.02
32.2,-253.922,-239.682,1,23.4
32.2,-240.151,-252.763,2,23.03
32.2,-245.264,-235.97,3,23.02
32.3,-254.222,-239.525,1,23.4
32.3,-240.29,-252.727,2,23.03
32.3,-245.287,-235.914,3,23.02
32.4,-254.522,-239.369,1,23.4
32.4,-240.581,-252.582,2,23.03
32.4,-245.49,-235.991,3,23.02
32.5,-254.818,-239.224,1,23.4
32.5,-240.872,-252.437,2,23.03
32.5,-245.693,-236.068,3,23.02
32.6,-255.075,-239.198,1,23.4
32.6,-241.16,-252.248,2,23.03
32.6,-245.896,-236.145,3,23.02
32.7,-255.331,-239.171,1,23.4
32.7,-241.444,-252.029,2,23.03
32.7,-246.099,-236.223,3,23.02
32.8,-255.588,-239.144,1,23.4
32.8,-241.728,-251.811,2,23.03
32.8,-246.007,-236.024,3,23.02
32.9,-255.738,-239.168,1,23.4
32.9,-242.027,-251.69,2,23.03
32.9,-245.872,-235.786,3,23.02
33.0,-255.505,-239.374,1,23.4
33.0,-242.329,-251.59,2,23.03
33.0,-245.737,-235.548,3,23.02
33.1,-255.272,-239.58,1,23.4
33.1,-242.631,-251.49,2,23.03
33.1,-245.691,-235.395,3,23.02
33.2,-255.04,-239.785,1,23.4
33.2,-242.651,-251.711,2,23.03
33.2,-245.961,-235.541,3,23.02
33.3,-255.319,-239.529,1,23.4
33.3,-242.533,-252.089,2,23.03
33.3,-246.231,-235.686,3,23.02
33.4,-255.598,-239.274,1,23.4
33.4,-242.409,-252.44,2,23.03
33.4,-246.5,-235.832,3,23.02
33.5,-255.843,-239.144,1,23.4
33.5,-242.251,-252.634,2,23.03
33.5,-246.837,-235.738,3,23.02
33.6,-256.026,-239.238,1,23.4
33.6,-242.094,-252.827,2,23.03
33.6,-247.177,-235.634,3,23.02
33.7,-256.21,-239.333,1,23.4
33.7,-241.936,-253.021,2,23.03
33.7,-247.512,-235.547,3,23.02
33.8,-256.393,-239.427,1,23.4
33.8,-241.841,-253.217,2,23.03
33.8,-247.818,-235.554,3,23.02
33.9,-256.576,-239.521,1,23.4
33.9,-242.126,-253.427,2,23.03
33.9,-248.124,-235.561,3,23.02
34.0,-256.838,-239.491,1,23.4
34.0,-242.411,-253.637,2,23.03
34.0,-248.43,-235.568,3,23.02
34.1,-257.173,-239.341,1,23.4
34.1,-242.524,-253.79,2,23.03
34.1,-248.607,-235.384,3,23.02
34.2,-257.509,-239.19,1,23.4
34.2,-242.267,-253.819,2,23.03
34.2,-248.766,-235.173,3,23.02
34.3,-257.693,-239.041,1,23.4
34.3,-242.01,-253.849,2,23.03
34.3,-248.925,-234.963,3,23.02
34.4,-257.836,-238.893,1,23.4
34.4,-241.753,-253.879,2,23.03
34.4,-249.047,-234.79,3,23.02
34.5,-257.98,-238.744,1,23.4
34.5,-241.643,-253.781,2,23.03
34.5,-248.779,-235.013,3,23.02
34.6,-258.124,-238.595,1,23.4
34.6,-241.712,-253.527,2,23.03
34.6,-248.511,-235.236,3,23.02
34.7,-258.267,-238.446,1,23.4
34.7,-241.78,-253.274,2,23.03
34.7,-248.367,-235.437,3,23.02
34.8,-258.195,-238.663,1,23.4
34.8,-241.849,-253.02,2,23.03
34.8,-248.666,-235.558,3,23.02
34.9,-258.113,-238.896,1,23.4
34.9,-241.668,-252.931,2,23.03
34.9,-248.966,-235.679,3,23.02
35.0,-258.032,-239.129,1,23.4
35.0,-241.35,-252.932,2,23.03
35.0,-249.204,-235.759,3,23.02
35.1,-257.95,-239.362,1,23.4
35.1,-241.032,-252.934,2,23.03
35.1,-248.999,-235.541,3,23.02
35.2,-257.847,-239.163,1,23.4
35.2,-240.954,-252.829,2,23.03
35.2,-248.795,-235.323,3,23.02
35.3,-257.741,-238.919,1,23.4
35.3,-241.115,-252.617,2,23.03
35.3,-248.59,-235.105,3,23.02
35.4,-257.636,-238.676,1,23.4
35.4,-241.277,-252.406,2,23.03
35.4,-248.408,-235.192,3,23.02
35.5,-257.548,-238.43,1,23.4
35.5,-241.439,-252.194,2,23.03
35.5,-248.233,-235.368,3,23.02
35.6,-257.57,-238.172,1,23.4
35.6,-241.281,-252.203,2,23.03
35.6,-248.058,-235.544,3,23.02
35.7,-257.592,-237.913,1,23.4
35.7,-241.014,-252.287,2,23.03
35.7,-247.883,-235.719,3,23.02
35.8,-257.614,-237.655,1,23.4
35.8,-240.746,-252.371,2,23.03
35.8,-247.732,-235.968,3,23.02
35.9,-257.556,-237.522,1,23.4
35.9,-240.531,-252.395,2,23.03
35.9,-247.59,-236.241,3,23.02
36.0,-257.293,-237.71,1,23.4
36.0,-240.559,-252.145,2,23.03
36.0,-247.448,-236.514,3,23.02
36.1,-257.03,-237.897,1,23.4
36.1,-240.587,-251.894,2,23.03
36.1,-247.224,-236.638,3,23.02
36.2,-256.781,-238.039,1,23.4
36.2,-240.614,-251.643,2,23.03
36.2,-246.918,-236.612,3,23.02
36.3,-256.591,-237.976,1,23.4
36.3,-240.625,-251.391,2,23.03
36.3,-246.613,-236.586,3,23.02
36.4,-256.401,-237.913,1,23.4
36.4,-240.572,-251.136,2,23.03
36.4,-246.34,-236.597,3,23.02
36.5,-256.211,-237.85,1,23.4
36.5,-240.519,-250.88,2,23.03
36.5,-246.173,-236.728,3,23.02
36.6,-256.021,-237.787,1,23.4
36.6,-240.467,-250.624,2,23.03
36.6,-246.007,-236.858,3,23.02
36.7,-255.795,-237.718,1,23.4
36.7,-240.365,-250.508,2,23.03
36.7,-245.841,-236.988,3,23.02
36.8,-255.413,-237.623,1,23.4
36.8,-240.184,-250.615,2,23.03
36.8,-245.674,-237.118,3,23.02
36.9,-255.032,-237.528,1,23.4
36.9,-240.004,-250.722,2,23.03
36.9,-245.473,-237.317,3,23.02
37.0,-254.998,-237.365,1,23.4
37.0,-239.824,-250.829,2,23.03
37.0,-245.237,-237.584,3,23.02
37.1,-255.157,-237.164,1,23.4
37.1,-239.643,-250.937,2,23.03
37.1,-245.002,-237.85,3,23.02
37.2,-255.315,-236.962,1,23.4
37.2,-239.701,-250.837,2,23.03
37.2,-245.031,-238.038,3,23.02
37.3,-255.474,-236.761,1,23.4
37.3,-239.904,-250.61,2,23.03
37.3,-245.178,-238.192,3,23.02
37.4,-255.809,-236.743,1,23.4
37.4,-240.108,-250.384,2,23.03
37.4,-245.324,-238.345,3,23.02
37.5,-256.206,-236.788,1,23.4
37.5,-240.208,-250.319,2,23.03
37.5,-245.47,-238.499,3,23.02
37.6,-256.451,-236.769,1,23.4
37.6,-240.105,-250.574,2,23.03
37.6,-245.616,-238.652,3,23.02
37.7,-256.207,-236.543,1,23.4
37.7,-240.001,-250.83,2,23.03
37.7,-245.857,-238.933,3,23.02
37.8,-255.963,-236.318,1,23.4
37.8,-239.898,-251.085,2,23.03
37.8,-246.1,-239.217,3,23.02
37.9,-255.723,-236.19,1,23.4
37.9,-239.607,-251.076,2,23.03
37.9,-246.208,-239.456,3,23.02
38.0,-255.495,-236.398,1,23.4
38.0,-239.238,-250.958,2,23.03
38.0,-245.999,-239.59,3,23.02
38.1,-255.266,-236.605,1,23.4
38.1,-238.915,-250.895,2,23.03
38.1,-245.79,-239.725,3,23.02
38.2,-255.038,-236.813,1,23.4
38.2,-238.907,-251.223,2,23.03
38.2,-245.581,-239.86,3,23.02
38.3,-254.998,-237.164,1,23.4
38.3,-238.9,-251.551,2,23.03
38.3,-245.442,-239.901,3,23.02
38.4,-254.96,-237.517,1,23.4
38.4,-238.922,-251.843,2,23.03
38.4,-245.485,-239.697,3,23.02
38.5,-254.896,-237.78,1,23.4
38.5,-239.301,-251.717,2,23.03
38.5,-245.528,-239.492,3,23.02
38.6,-254.703,-237.603,1,23.4
38.6,-239.679,-251.591,2,23.03
38.6,-245.571,-239.288,3,23.02
38.7,-254.51,-237.425,1,23.4
38.7,-239.638,-251.608,2,23.03
38.7,-245.614,-239.083,3,23.02
38.8,-254.317,-237.248,1,23.4
38.8,-239.281,-251.733,2,23.03
38.8,-245.772,-238.862,3,23.02
38.9,-254.18,-237.247,1,23.4
38.9,-238.925,-251.858,2,23.03
38.9,-246.051,-238.623,3,23.02
39.0,-254.142,-237.569,1,23.4
39.0,-239.042,-252.197,2,23.03
39.0,-246.329,-238.385,3,23.02
39.1,-254.105,-237.891,1,23.4
39.1,-239.199,-252.555,2,23.03
39.1,-246.601,-238.366,3,23.02
39.2,-254.11,-238.173,1,23.4
39.2,-239.255,-252.867,2,23.03
39.2,-246.872,-238.415,3,23.02
39.3,-254.231,-238.346,1,23.4
39.3,-239.133,-253.1,2,23.03
39.3,-247.142,-238.465,3,23.02
39.4,-254.352,-238.519,1,23.4
39.4,-239.01,-253.333,2,23.03
39.4,-247.345,-238.507,3,23.02
39.5,-254.472,-238.692,1,23.4
39.5,-238.888,-253.566,2,23.03
39.5,-247.065,-238.502,3,23.02
39.6,-254.593,-238.865,1,23.4
39.6,-238.899,-253.494,2,23.03
39.6,-246.785,-238.496,3,23.02
39.7,-254.703,-239.048,1,23.4
39.7,-239.016,-253.183,2,23.03
39.7,-246.505,-238.491,3,23.02
39.8,-254.803,-239.24,1,23.4
39.8,-239.132,-252.873,2,23.03
39.8,-246.548,-238.628,3,23.02
39.9,-254.903,-239.433,1,23.4
39.9,-239.25,-252.624,2,23.03
39.9,-246.854,-238.882,3,23.02
40.0,-255.003,-239.625,1,23.4
40.0,-239.368,-252.428,2,23.03
40.0,-247.145,-239.119,3,23.02
40.1,-255.103,-239.818,1,23.4
40.1,-239.487,-252.231,2,23.03
40.1,-247.037,-238.894,3,23.02
40.2,-254.887,-239.829,1,23.4
40.2,-239.606,-252.035,2,23.03
40.2,-246.929,-238.669,3,23.02
40.3,-254.641,-239.823,1,23.4
40.3,-239.672,-251.932,2,23.03
40.3,-246.82,-238.444,3,23.02
40.4,-254.396,-239.817,1,23.4
40.4,-239.516,-252.224,2,23.03
40.4,-246.713,-238.236,3,23.02
40.5,-254.15,-239.811,1,23.4
40.5,-239.359,-252.517,2,23.03
40.5,-246.626,-238.586,3,23.02
40.6,-254.251,-239.589,1,23.4
40.6,-239.241,-252.701,2,23.03
40.6,-246.54,-238.935,3,23.02
40.7,-254.416,-239.326,1,23.4
40.7,-239.3,-252.385,2,23.03
40.7,-246.521,-239.128,3,23.02
40.8,-254.582,-239.063,1,23.4
40.8,-239.36,-252.069,2,23.03
40.8,-246.701,-238.861,3,23.02
40.9,-254.576,-239.085,1,23.4
40.9,-239.433,-251.78,2,23.03
40.9,-246.882,-238.594,3,23.02
41.0,-254.465,-239.281,1,23.4
41.0,-239.696,-251.849,2,23.03
41.0,-246.995,-238.408,3,23.02
41.1,-254.355,-239.476,1,23.4
41.1,-239.959,-251.918,2,23.03
41.1,-246.731,-238.672,3,23.02
41.2,-254.245,-239.671,1,23.4
41.2,-240.221,-251.988,2,23.03
41.2,-246.467,-238.935,3,23.02
41.3,-254.125,-239.803,1,23.4
41.3,-240.433,-251.89,2,23.03
41.3,-246.203,-239.063,3,23.02
41.4,-253.956,-239.606,1,23.4
41.4,-240.566,-251.531,2,23.03
41.4,-245.94,-239.038,3,23.02
41.5,-253.788,-239.408,1,23.4
41.5,-240.699,-251.173,2,23.03
41.5,-245.677,-239.014,3,23.02
41.6,-253.619,-239.211,1,23.4
41.6,-240.46,-251.238,2,23.03
41.6,-245.414,-238.989,3,23.02
41.7,-253.545,-238.97,1,23.4
41.7,-240.113,-251.426,2,23.03
41.7,-245.14,-239.044,3,23.02
41.8,-253.685,-238.63,1,23.4
41.8,-239.763,-251.595,2,23.03
41.8,-244.86,-239.134,3,23.02
41.9,-253.826,-238.29,1,23.4
41.9,-239.407,-251.705,2,23.03
41.9,-244.58,-239.225,3,23.02
42.0,-253.727,-238.233,1,23.4
42.0,-239.051,-251.814,2,23.03
42.0,-244.352,-239.371,3,23.02
42.1,-253.461,-238.375,1,23.4
42.1,-238.766,-252.039,2,23.03
42.1,-244.254,-239.653,3,23.02
42.2,-253.194,-238.517,1,23.4
42.2,-238.536,-252.356,2,23.03
42.2,-244.155,-239.935,3,23.02
42.3,-253.02,-238.565,1,23.4
42.3,-238.307,-252.672,2,23.03
42.3,-244.057,-240.217,3,23.02
42.4,-253.091,-238.363,1,23.4
42.4,-238.385,-252.401,2,23.03
42.4,-244.328,-240.049,3,23.02
42.5,-253.161,-238.162,1,23.4
42.5,-238.464,-252.13,2,23.03
42.5,-244.622,-239.852,3,23.02
42.6,-253.231,-237.96,1,23.4
42.6,-238.543,-251.858,2,23.03
42.6,-244.903,-239.656,3,23.02
42.7,-253.301,-237.758,1,23.4
42.7,-238.507,-251.639,2,23.03
42.7,-245.079,-239.476,3,23.02
42.8,-253.25,-237.78,1,23.4
42.8,-238.337,-251.482,2,23.03
42.8,-245.255,-239.295,3,23.02
42.9,-253.114,-237.957,1,23.4
42.9,-238.168,-251.324,2,23.03
42.9,-245.431,-239.114,3,23.02
43.0,-252.978,-238.133,1,23.4
43.0,-237.998,-251.167,2,23.03
43.0,-245.602,-238.931,3,23.02
43.1,-252.842,-238.309,1,23.4
43.1,-237.828,-251.082,2,23.03
43.1,-245.746,-238.732,3,23.02
43.2,-252.684,-238.478,1,23.4
43.2,-237.655,-251.438,2,23.03
43.2,-245.89,-238.534,3,23.02
43.3,-252.322,-238.583,1,23.4
43.3,-237.482,-251.795,2,23.03
43.3,-246.034,-238.335,3,23.02
43.4,-251.961,-238.688,1,23.4
43.4,-237.531,-251.769,2,23.03
43.4,-246.149,-238.145,3,23.02
43.5,-251.682,-238.806,1,23.4
43.5,-237.718,-251.507,2,23.03
43.5,-245.907,-238.049,3,23.02
43.6,-251.507,-238.939,1,23.4
43.6,-237.906,-251.245,2,23.03
43.6,-245.666,-237.952,3,23.02
43.7,-251.332,-239.073,1,23.4
43.7,-238.072,-251.285,2,23.03
43.7,-245.424,-237.856,3,23.02
43.8,-251.158,-239.207,1,23.4
43.8,-238.219,-251.611,2,23.03
43.8,-245.263,-237.738,3,23.02
43.9,-250.983,-239.34,1,23.4
43.9,-238.366,-251.938,2,23.03
43.9,-245.371,-237.548,3,23.02
44.0,-250.704,-239.593,1,23.4
44.0,-238.59,-251.864,2,23.03
44.0,-245.479,-237.357,3,23.02
44.1,-250.413,-239.859,1,23.4
44.1,-238.844,-251.636,2,23.03
44.1,-245.587,-237.167,3,23.02
44.2,-250.289,-239.985,1,23.4
44.2,-239.097,-251.408,2,23.03
44.2,-245.694,-236.977,3,23.02
44.3,-250.462,-239.863,1,23.4
44.3,-239.276,-251.59,2,23.03
44.3,-245.85,-236.791,3,23.02
44.4,-250.634,-239.741,1,23.4
44.4,-239.434,-251.881,2,23.03
44.4,-246.03,-236.607,3,23.02
44.5,-250.807,-239.619,1,23.4
44.5,-239.593,-252.172,2,23.03
44.5,-246.21,-236.423,3,23.02
44.6,-250.979,-239.497,1,23.4
44.6,-239.661,-252.474,2,23.03
44.6,-246.39,-236.239,3,23.02
44.7,-250.918,-239.427,1,23.4
44.7,-239.703,-252.78,2,23.03
44.7,-246.206,-236.094,3,23.02
44.8,-250.716,-239.389,1,23.4
44.8,-239.745,-253.085,2,23.03
44.8,-245.913,-235.961,3,23.02
44.9,-250.515,-239.35,1,23.4
44.9,-239.775,-253.342,2,23.03
44.9,-245.621,-235.827,3,23.02
45.0,-250.313,-239.311,1,23.4
45.0,-239.794,-253.557,2,23.03
45.0,-245.615,-235.622,3,23.02
45.1,-250.112,-239.272,1,23.4
45.1,-239.813,-253.772,2,23.03
45.1,-245.757,-235.378,3,23.02
45.2,-249.894,-239.386,1,23.4
45.2,-239.832,-253.987,2,23.03
45.2,-245.9,-235.135,3,23.02
45.3,-249.67,-239.55,1,23.4
45.3,-239.851,-254.201,2,23.03
45.3,-246.003,-234.95,3,23.02
45.4,-249.446,-239.714,1,23.4
45.4,-239.89,-254.492,2,23.03
45.4,-245.797,-235.232,3,23.02
45.5,-249.232,-239.808,1,23.4
45.5,-239.93,-254.791,2,23.03
45.5,-245.591,-235.514,3,23.02
45.6,-249.069,-239.499,1,23.4
45.6,-239.971,-255.091,2,23.03
45.6,-245.506,-235.793,3,23.02
45.7,-248.905,-239.189,1,23.4
45.7,-239.871,-255.15,2,23.03
45.7,-245.785,-236.063,3,23.02
45.8,-248.69,-239.006,1,23.4
45.8,-239.671,-255.038,2,23.03
45.8,-246.065,-236.334,3,23.02
45.9,-248.347,-239.133,1,23.4
45.9,-239.471,-254.925,2,23.03
45.9,-246.022,-236.339,3,23.02
46.0,-248.005,-239.26,1,23.4
46.0,-239.271,-254.812,2,23.03
46.0,-245.826,-236.218,3,23.02
46.1,-247.968,-239.473,1,23.4
46.1,-239.168,-254.68,2,23.03
46.1,-245.629,-236.097,3,23.02
46.2,-248.177,-239.755,1,23.4
