Time	UE Id	DistanceX	DistanceY
27.7	1	-140.135	-31.7229
27.7	2	-163.135	-29.1923
27.8	0	-105.215	-39.1751
27.8	1	-140.267	-32.0389
27.8	2	-163.046	-28.9133
27.9	0	-105.049	-38.9819
27.9	1	-140.399	-32.3549
27.9	2	-162.867	-28.708
28	0	-105.214	-38.803
28	1	-140.293	-32.3963
28	2	-162.551	-28.6122
28.1	0	-105.379	-38.624
28.1	1	-139.968	-32.1847
28.1	2	-162.236	-28.5164
28.2	0	-105.544	-38.445
28.2	1	-139.643	-31.9732
28.2	2	-162.165	-28.4158
28.3	0	-105.714	-38.2741
28.3	1	-139.404	-32.1217
28.3	2	-162.514	-28.307
28.4	0	-106.047	-38.3262
28.4	1	-139.17	-32.2929
28.4	2	-162.862	-28.1983
28.5	0	-106.38	-38.3782
28.5	1	-138.936	-32.4641
28.5	2	-162.851	-28.0218
28.6	0	-106.683	-38.4045
28.6	1	-138.67	-32.595
28.6	2	-162.628	-27.8058
28.7	0	-106.567	-38.0721
28.7	1	-138.371	-32.6846
28.7	2	-162.404	-27.5897
28.8	0	-106.451	-37.7397
28.8	1	-138.073	-32.7742
28.8	2	-162.311	-27.3114
28.9	0	-106.359	-37.5477
28.9	1	-137.94	-32.8213
28.9	2	-162.405	-26.9443
29	0	-106.351	-37.8358
29	1	-138.223	-32.7607
29	2	-162.498	-26.5772
29.1	0	-106.343	-38.1239
29.1	1	-138.507	-32.7002
29.1	2	-162.749	-26.3966
29.2	0	-106.335	-38.412
29.2	1	-138.791	-32.6397
29.2	2	-163.048	-26.2714
29.3	0	-106.206	-38.398
29.3	1	-138.789	-32.3498
29.3	2	-163.346	-26.1461
29.4	0	-106.038	-38.2868
29.4	1	-138.731	-32.0156
29.4	2	-163.619	-26.016
29.5	0	-105.871	-38.1757
29.5	1	-138.673	-31.6814
29.5	2	-163.879	-25.8835
29.6	0	-105.703	-38.0645
29.6	1	-138.967	-31.6645
29.6	2	-164.14	-25.7511
29.7	0	-105.535	-37.9533
29.7	1	-139.305	-31.687
29.7	2	-164.357	-25.5702
29.8	0	-105.197	-37.8937
29.8	1	-139.642	-31.7094
29.8	2	-164.452	-25.251
29.9	0	-104.812	-37.8482
29.9	1	-139.82	-31.5395
29.9	2	-164.546	-24.9319
30	0	-104.436	-37.7899
30	1	-139.988	-31.3563
30	2	-164.665	-24.7392
30.1	0	-104.096	-37.6823
30.1	1	-140.155	-31.1731
30.1	2	-164.857	-24.9161
30.2	0	-103.756	-37.5747
30.2	1	-140.322	-30.9899
30.2	2	-165.048	-25.0929
30.3	0	-103.573	-37.6068
30.3	1	-140.207	-31.2834
30.3	2	-165.239	-25.2698
30.4	0	-103.622	-37.8464
30.4	1	-140.062	-31.6286
30.4	2	-165.338	-25.47
30.5	0	-103.672	-38.086
30.5	1	-139.964	-31.8253
30.5	2	-165.306	-25.7028
30.6	0	-103.722	-38.3256
30.6	1	-140.019	-31.528
30.6	2	-165.275	-25.9356
30.7	0	-103.649	-38.5306
30.7	1	-140.074	-31.2306
30.7	2	-165.243	-26.1685
30.8	0	-103.309	-38.6604
30.8	1	-140.129	-30.9333
30.8	2	-165.218	-26.3124
30.9	0	-102.97	-38.7903
30.9	1	-140.293	-31.0679
30.9	2	-165.227	-25.9918
31	0	-102.795	-39.0448
31	1	-140.465	-31.2381
31	2	-165.236	-25.6711
31.1	0	-102.746	-39.3952
31.1	1	-140.638	-31.4084
31.1	2	-165.259	-25.3673
31.2	0	-102.698	-39.7456
31.2	1	-140.811	-31.5786
31.2	2	-165.589	-25.437
31.3	0	-102.806	-39.7044
31.3	1	-140.531	-31.6412
31.3	2	-165.919	-25.5066
31.4	0	-102.971	-39.5244
31.4	1	-140.139	-31.6771
31.4	2	-166.215	-25.553
31.5	0	-103.135	-39.3444
31.5	1	-139.912	-31.7301
31.5	2	-166.118	-25.3358
31.6	0	-103.299	-39.1643
31.6	1	-140.153	-31.8315
31.6	2	-166.021	-25.1186
31.7	0	-103.573	-39.0248
31.7	1	-140.394	-31.9328
31.7	2	-165.924	-24.9013
31.8	0	-103.909	-38.9083
31.8	1	-140.635	-32.0341
31.8	2	-165.827	-24.6841
31.9	0	-104.245	-38.7918
31.9	1	-140.693	-32.1764
31.9	2	-165.691	-24.5019
32	0	-104.186	-39.0442
32	1	-140.512	-32.3718
32	2	-165.549	-24.3245
32.1	0	-104.043	-39.375
32.1	1	-140.331	-32.5672
32.1	2	-165.406	-24.1472
32.2	0	-103.922	-39.6816
32.2	1	-140.151	-32.7625
32.2	2	-165.264	-23.9698
32.3	0	-104.222	-39.5251
32.3	1	-140.29	-32.7274
32.3	2	-165.287	-23.9141
32.4	0	-104.522	-39.3687
32.4	1	-140.581	-32.5821
32.4	2	-165.49	-23.9912
32.5	0	-104.818	-39.2244
32.5	1	-140.872	-32.4369
32.5	2	-165.693	-24.0683
32.6	0	-105.075	-39.1976
32.6	1	-141.16	-32.2476
32.6	2	-165.896	-24.1455
32.7	0	-105.331	-39.1708
32.7	1	-141.444	-32.0294
32.7	2	-166.099	-24.2226
32.8	0	-105.588	-39.144
32.8	1	-141.728	-31.8113
32.8	2	-166.007	-24.0242
32.9	0	-105.738	-39.168
32.9	1	-142.027	-31.6897
32.9	2	-165.872	-23.786
33	0	-105.505	-39.3741
33	1	-142.329	-31.5901
33	2	-165.737	-23.5478
33.1	0	-105.272	-39.5803
33.1	1	-142.631	-31.4904
33.1	2	-165.691	-23.3948
33.2	0	-105.04	-39.7853
33.2	1	-142.651	-31.7109
33.2	2	-165.961	-23.5405
33.3	0	-105.319	-39.5294
33.3	1	-142.533	-32.0892
33.3	2	-166.231	-23.6862
33.4	0	-105.598	-39.2735
33.4	1	-142.409	-32.4404
33.4	2	-166.5	-23.8319
33.5	0	-105.843	-39.1439
33.5	1	-142.251	-32.6339
33.5	2	-166.837	-23.7382
33.6	0	-106.026	-39.2383
33.6	1	-142.094	-32.8274
33.6	2	-167.177	-23.6342
33.7	0	-106.21	-39.3327
33.7	1	-141.936	-33.021
33.7	2	-167.512	-23.5466
33.8	0	-106.393	-39.4271
33.8	1	-141.841	-33.2168
33.8	2	-167.818	-23.5536
33.9	0	-106.576	-39.5215
33.9	1	-142.126	-33.4269
33.9	2	-168.124	-23.5606
34	0	-106.838	-39.4907
34	1	-142.411	-33.637
34	2	-168.43	-23.5676
34.1	0	-107.173	-39.3406
34.1	1	-142.524	-33.7896
34.1	2	-168.607	-23.3838
34.2	0	-107.509	-39.1905
34.2	1	-142.267	-33.8194
34.2	2	-168.766	-23.1734
34.3	0	-107.693	-39.0414
34.3	1	-142.01	-33.8491
34.3	2	-168.925	-22.963
34.4	0	-107.836	-38.8926
34.4	1	-141.753	-33.8789
34.4	2	-169.047	-22.7897
34.5	0	-107.98	-38.7439
34.5	1	-141.643	-33.7809
34.5	2	-168.779	-23.0128
34.6	0	-108.124	-38.5951
34.6	1	-141.712	-33.5273
34.6	2	-168.511	-23.236
34.7	0	-108.267	-38.4463
34.7	1	-141.78	-33.2737
34.7	2	-168.367	-23.4367
34.8	0	-108.195	-38.6632
34.8	1	-141.849	-33.0202
34.8	2	-168.666	-23.5576
34.9	0	-108.113	-38.8961
34.9	1	-141.668	-32.9308
34.9	2	-168.966	-23.6785
35	0	-108.032	-39.1289
35	1	-141.35	-32.9322
35	2	-169.204	-23.7585
35.1	0	-107.95	-39.3618
35.1	1	-141.032	-32.9337
35.1	2	-168.999	-23.5407
35.2	0	-107.847	-39.1629
35.2	1	-140.954	-32.8289
35.2	2	-168.795	-23.3229
35.3	0	-107.741	-38.9193
35.3	1	-141.115	-32.6174
35.3	2	-168.59	-23.1051
35.4	0	-107.636	-38.6756
35.4	1	-141.277	-32.4059
35.4	2	-168.408	-23.1921
35.5	0	-107.548	-38.4299
35.5	1	-141.439	-32.1944
35.5	2	-168.233	-23.3679
35.6	0	-107.57	-38.1715
35.6	1	-141.281	-32.2027
35.6	2	-168.058	-23.5437
35.7	0	-107.592	-37.9131
35.7	1	-141.014	-32.2869
35.7	2	-167.883	-23.7194
35.8	0	-107.614	-37.6548
35.8	1	-140.746	-32.3711
35.8	2	-167.732	-23.9677
35.9	0	-107.556	-37.5223
35.9	1	-140.531	-32.3951
35.9	2	-167.59	-24.2406
36	0	-107.293	-37.7098
36	1	-140.559	-32.1445
36	2	-167.448	-24.5136
36.1	0	-107.03	-37.8973
36.1	1	-140.587	-31.8939
36.1	2	-167.224	-24.6382
36.2	0	-106.781	-38.0389
36.2	1	-140.614	-31.6433
36.2	2	-166.918	-24.6122
36.3	0	-106.591	-37.9758
36.3	1	-140.625	-31.3915
36.3	2	-166.613	-24.5861
36.4	0	-106.401	-37.9127
36.4	1	-140.572	-31.1356
36.4	2	-166.34	-24.5975
36.5	0	-106.211	-37.8496
36.5	1	-140.519	-30.8796
36.5	2	-166.173	-24.7276
36.6	0	-106.021	-37.7865
36.6	1	-140.467	-30.6237
36.6	2	-166.007	-24.8578
36.7	0	-105.795	-37.7175
36.7	1	-140.365	-30.5081
36.7	2	-165.841	-24.988
36.8	0	-105.413	-37.623
36.8	1	-140.184	-30.6152
36.8	2	-165.674	-25.1181
36.9	0	-105.032	-37.5284
36.9	1	-140.004	-30.7223
36.9	2	-165.473	-25.3174
37	0	-104.998	-37.3651
37	1	-139.824	-30.8294
37	2	-165.237	-25.5839
37.1	0	-105.157	-37.1637
37.1	1	-139.643	-30.9366
37.1	2	-165.002	-25.8505
37.2	0	-105.315	-36.9623
37.2	1	-139.701	-30.837
37.2	2	-165.031	-26.0384
37.3	0	-105.474	-36.761
37.3	1	-139.904	-30.6104
37.3	2	-165.178	-26.1918
37.4	0	-105.809	-36.7427
37.4	1	-140.108	-30.3839
37.4	2	-165.324	-26.3452
37.5	0	-106.206	-36.788
37.5	1	-140.208	-30.3191
37.5	2	-165.47	-26.4987
37.6	0	-106.451	-36.7692
37.6	1	-140.105	-30.5744
37.6	2	-165.616	-26.6521
37.7	0	-106.207	-36.5435
37.7	1	-140.001	-30.8298
37.7	2	-165.857	-26.9328
37.8	0	-105.963	-36.3177
37.8	1	-139.898	-31.0851
37.8	2	-166.1	-27.2165
37.9	0	-105.723	-36.1898
37.9	1	-139.607	-31.0764
37.9	2	-166.208	-27.4557
38	0	-105.495	-36.3975
38	1	-139.238	-30.9575
38	2	-165.999	-27.5903
38.1	0	-105.266	-36.6053
38.1	1	-138.915	-30.8951
38.1	2	-165.79	-27.725
38.2	0	-105.038	-36.813
38.2	1	-138.907	-31.2232
38.2	2	-165.581	-27.8597
38.3	0	-104.998	-37.164
38.3	1	-138.9	-31.5513
38.3	2	-165.442	-27.901
38.4	0	-104.96	-37.5169
38.4	1	-138.922	-31.8434
38.4	2	-165.485	-27.6966
38.5	0	-104.896	-37.78
38.5	1	-139.301	-31.7172
38.5	2	-165.528	-27.4922
38.6	0	-104.703	-37.6026
38.6	1	-139.679	-31.5911
38.6	2	-165.571	-27.2878
38.7	0	-104.51	-37.4252
38.7	1	-139.638	-31.6082
38.7	2	-165.614	-27.0833
38.8	0	-104.317	-37.2478
38.8	1	-139.281	-31.733
38.8	2	-165.772	-26.8622
38.9	0	-104.18	-37.2473
38.9	1	-138.925	-31.8577
38.9	2	-166.051	-26.6235
39	0	-104.142	-37.5692
39	1	-139.042	-32.197
39	2	-166.329	-26.3848
39.1	0	-104.105	-37.8911
39.1	1	-139.199	-32.5547
39.1	2	-166.601	-26.3657
39.2	0	-104.11	-38.173
39.2	1	-139.255	-32.8672
39.2	2	-166.872	-26.4152
39.3	0	-104.231	-38.346
39.3	1	-139.133	-33.1
39.3	2	-167.142	-26.4646
39.4	0	-104.352	-38.5189
39.4	1	-139.01	-33.3328
39.4	2	-167.345	-26.5074
39.5	0	-104.472	-38.6918
39.5	1	-138.888	-33.5656
39.5	2	-167.065	-26.5018
39.6	0	-104.593	-38.8647
39.6	1	-138.899	-33.4941
39.6	2	-166.785	-26.4963
39.7	0	-104.703	-39.0479
39.7	1	-139.016	-33.1833
39.7	2	-166.505	-26.4907
39.8	0	-104.803	-39.2404
39.8	1	-139.132	-32.8725
39.8	2	-166.548	-26.6283
39.9	0	-104.903	-39.4328
39.9	1	-139.25	-32.6242
39.9	2	-166.854	-26.8819
40	0	-105.003	-39.6253
40	1	-139.368	-32.4278
40	2	-167.145	-27.1191
40.1	0	-105.103	-39.8178
40.1	1	-139.487	-32.2313
40.1	2	-167.037	-26.8941
40.2	0	-104.887	-39.8288
40.2	1	-139.606	-32.0349
40.2	2	-166.929	-26.6691
40.3	0	-104.641	-39.823
40.3	1	-139.672	-31.9318
40.3	2	-166.82	-26.4441
40.4	0	-104.396	-39.8171
40.4	1	-139.516	-32.2244
40.4	2	-166.713	-26.2358
40.5	0	-104.15	-39.8113
40.5	1	-139.359	-32.517
40.5	2	-166.626	-26.5856
40.6	0	-104.251	-39.5888
40.6	1	-139.241	-32.7012
40.6	2	-166.54	-26.9353
40.7	0	-104.416	-39.326
40.7	1	-139.3	-32.3849
40.7	2	-166.521	-27.1285
40.8	0	-104.582	-39.0633
40.8	1	-139.36	-32.0686
40.8	2	-166.701	-26.8613
40.9	0	-104.576	-39.0855
40.9	1	-139.433	-31.7796
40.9	2	-166.882	-26.5941
41	0	-104.465	-39.2805
41	1	-139.696	-31.8489
41	2	-166.995	-26.4081
41.1	0	-104.355	-39.4756
41.1	1	-139.959	-31.9183
41.1	2	-166.731	-26.6717
41.2	0	-104.245	-39.6707
41.2	1	-140.221	-31.9877
41.2	2	-166.467	-26.9354
41.3	0	-104.125	-39.8029
41.3	1	-140.433	-31.89
41.3	2	-166.203	-27.0629
41.4	0	-103.956	-39.6057
41.4	1	-140.566	-31.5315
41.4	2	-165.94	-27.0383
41.5	0	-103.788	-39.4084
41.5	1	-140.699	-31.1729
41.5	2	-165.677	-27.0136
41.6	0	-103.619	-39.2112
41.6	1	-140.46	-31.2378
41.6	2	-165.414	-26.989
41.7	0	-103.545	-38.9702
41.7	1	-140.113	-31.4257
41.7	2	-165.14	-27.0436
41.8	0	-103.685	-38.6301
41.8	1	-139.763	-31.5947
41.8	2	-164.86	-27.1345
41.9	0	-103.826	-38.29
41.9	1	-139.407	-31.7045
41.9	2	-164.58	-27.2254
42	0	-103.727	-38.2331
42	1	-139.051	-31.8143
42	2	-164.352	-27.3714
42.1	0	-103.461	-38.3751
42.1	1	-138.766	-32.0395
42.1	2	-164.254	-27.6533
42.2	0	-103.194	-38.5171
42.2	1	-138.536	-32.3556
42.2	2	-164.155	-27.9352
42.3	0	-103.02	-38.5651
42.3	1	-138.307	-32.6718
42.3	2	-164.057	-28.2171
42.4	0	-103.091	-38.3634
42.4	1	-138.385	-32.4011
42.4	2	-164.328	-28.0488
42.5	0	-103.161	-38.1617
42.5	1	-138.464	-32.1295
42.5	2	-164.622	-27.8517
42.6	0	-103.231	-37.96
42.6	1	-138.543	-31.8579
42.6	2	-164.903	-27.6565
42.7	0	-103.301	-37.7583
42.7	1	-138.507	-31.6391
42.7	2	-165.079	-27.4757
42.8	0	-103.25	-37.7803
42.8	1	-138.337	-31.4816
42.8	2	-165.255	-27.2949
42.9	0	-103.114	-37.9566
42.9	1	-138.168	-31.3241
42.9	2	-165.431	-27.1141
43	0	-102.978	-38.1329
43	1	-137.998	-31.1666
43	2	-165.602	-26.9306
43.1	0	-102.842	-38.3092
43.1	1	-137.828	-31.0823
43.1	2	-165.746	-26.7323
43.2	0	-102.684	-38.4784
43.2	1	-137.655	-31.4384
43.2	2	-165.89	-26.5339
43.3	0	-102.322	-38.5832
43.3	1	-137.482	-31.7945
43.3	2	-166.034	-26.3355
43.4	0	-101.961	-38.688
43.4	1	-137.531	-31.7695
43.4	2	-166.149	-26.145
43.5	0	-101.682	-38.8055
43.5	1	-137.718	-31.5071
43.5	2	-165.907	-26.0486
43.6	0	-101.507	-38.9392
43.6	1	-137.906	-31.2447
43.6	2	-165.666	-25.9522
43.7	0	-101.332	-39.0729
43.7	1	-138.072	-31.2849
43.7	2	-165.424	-25.8558
43.8	0	-101.158	-39.2066
43.8	1	-138.219	-31.6114
43.8	2	-165.263	-25.7377
43.9	0	-100.983	-39.3403
43.9	1	-138.366	-31.9379
43.9	2	-165.371	-25.5476
44	0	-100.704	-39.5928
44	1	-138.59	-31.8644
44	2	-165.479	-25.3574
44.1	0	-100.413	-39.8587
44.1	1	-138.844	-31.6363
44.1	2	-165.587	-25.1673
44.2	0	-100.289	-39.9851
44.2	1	-139.097	-31.4082
44.2	2	-165.694	-24.9771
44.3	0	-100.462	-39.8631
44.3	1	-139.276	-31.5899
44.3	2	-165.85	-24.791
44.4	0	-100.634	-39.7412
44.4	1	-139.434	-31.8809
44.4	2	-166.03	-24.6071
44.5	0	-100.807	-39.6192
44.5	1	-139.593	-32.172
44.5	2	-166.21	-24.4231
44.6	0	-100.979	-39.4972
44.6	1	-139.661	-32.4742
44.6	2	-166.39	-24.2392
44.7	0	-100.918	-39.4274
44.7	1	-139.703	-32.7795
44.7	2	-166.206	-24.0942
44.8	0	-100.716	-39.3885
44.8	1	-139.745	-33.0849
44.8	2	-165.913	-23.9608
44.9	0	-100.515	-39.3496
44.9	1	-139.775	-33.3424
44.9	2	-165.621	-23.8275
45	0	-100.313	-39.3108
45	1	-139.794	-33.5572
45	2	-165.615	-23.6217
45.1	0	-100.112	-39.2719
45.1	1	-139.813	-33.7719
45.1	2	-165.757	-23.3784
45.2	0	-99.8938	-39.3858
45.2	1	-139.832	-33.9866
45.2	2	-165.9	-23.1352
45.3	0	-99.6701	-39.5501
45.3	1	-139.851	-34.2014
45.3	2	-166.003	-22.9501
45.4	0	-99.4464	-39.7143
45.4	1	-139.89	-34.4915
45.4	2	-165.797	-23.2321
45.5	0	-99.2318	-39.8083
45.5	1	-139.93	-34.7911
45.5	2	-165.591	-23.5141
45.6	0	-99.0686	-39.4987
45.6	1	-139.971	-35.0906
45.6	2	-165.506	-23.7932
45.7	0	-98.9054	-39.1891
45.7	1	-139.871	-35.1504
45.7	2	-165.785	-24.0635
45.8	0	-98.69	-39.0065
45.8	1	-139.671	-35.0375
45.8	2	-166.065	-24.3337
45.9	0	-98.3473	-39.1333
45.9	1	-139.471	-34.9247
45.9	2	-166.022	-24.3391
46	0	-98.0047	-39.2601
46	1	-139.271	-34.8118
46	2	-165.826	-24.2182
46.1	0	-97.968	-39.4729
46.1	1	-139.168	-34.6801
46.1	2	-165.629	-24.0973
46.2	0	-98.1775	-39.7549
46.2	1	-139.395	-34.484
46.2	2	-165.432	-23.9764
46.3	0	-98.3869	-40.037
46.3	1	-139.623	-34.2879
46.3	2	-165.336	-23.8306
46.4	0	-98.5303	-39.917
46.4	1	-139.85	-34.0918
46.4	2	-165.428	-23.6381
46.5	0	-98.6465	-39.6309
46.5	1	-140.123	-34.1344
46.5	2	-165.521	-23.4456
46.6	0	-98.7626	-39.3448
46.6	1	-140.402	-34.205
46.6	2	-165.614	-23.2531
46.7	0	-98.8062	-39.3745
46.7	1	-140.681	-34.2755
46.7	2	-165.706	-23.0607
46.8	0	-98.7675	-39.7622
46.8	1	-140.866	-34.1737
46.8	2	-165.585	-22.9159
46.9	0	-98.7288	-40.1499
46.9	1	-140.92	-33.8338
46.9	2	-165.356	-22.795
47	0	-98.5439	-40.4763
47	1	-140.974	-33.4939
47	2	-165.127	-22.6741
47.1	0	-98.3432	-40.7961
47.1	1	-140.858	-33.2433
47.1	2	-164.898	-22.5531
47.2	0	-98.209	-40.9517
47.2	1	-140.583	-33.0772
47.2	2	-164.661	-22.5906
47.3	0	-98.2709	-40.6237
47.3	1	-140.308	-32.911
47.3	2	-164.422	-22.6664
47.4	0	-98.3328	-40.2957
47.4	1	-140.271	-32.7447
47.4	2	-164.184	-22.7422
47.5	0	-98.4686	-40.0135
47.5	1	-140.588	-32.5782
47.5	2	-163.946	-22.818
47.6	0	-98.8175	-39.8631
47.6	1	-140.904	-32.4117
47.6	2	-163.953	-22.9939
47.7	0	-99.1665	-39.7128
47.7	1	-141.165	-32.3865
47.7	2	-164.018	-23.1934
47.8	0	-99.5067	-39.6249
47.8	1	-141.391	-32.4539
47.8	2	-164.084	-23.3929
47.9	0	-99.8417	-39.5745
47.9	1	-141.617	-32.5212
47.9	2	-164.149	-23.5923
48	0	-100.177	-39.5241
48	1	-141.844	-32.5886
48	2	-164.214	-23.8006
48.1	0	-100.147	-39.6525
48.1	1	-142.103	-32.5861
48.1	2	-164.267	-24.1904
48.2	0	-99.941	-39.8674
48.2	1	-142.421	-32.4618
48.2	2	-164.319	-24.5802
48.3	0	-99.7349	-40.0823
48.3	1	-142.739	-32.3376
48.3	2	-164.398	-24.5933
48.4	0	-99.485	-40.1835
48.4	1	-142.84	-32.3874
48.4	2	-164.502	-24.2352
48.5	0	-99.14	-40.0383
48.5	1	-142.658	-32.6646
48.5	2	-164.606	-23.8771
48.6	0	-98.7951	-39.893
48.6	1	-142.476	-32.9418
48.6	2	-164.379	-23.6829
48.7	0	-98.6033	-39.996
48.7	1	-142.217	-33.0861
48.7	2	-164.08	-23.5242
48.8	0	-98.4963	-40.2363
48.8	1	-141.85	-33.0441
48.8	2	-163.781	-23.3655
48.9	0	-98.3892	-40.4767
48.9	1	-141.482	-33.0021
48.9	2	-163.634	-23.0416
49	0	-98.2822	-40.717
49	1	-141.16	-32.9193
49	2	-163.511	-22.6927
49.1	0	-98.0607	-40.9228
49.1	1	-140.855	-32.8201
49.1	2	-163.384	-22.4529
49.2	0	-97.818	-41.1221
49.2	1	-140.551	-32.721
49.2	2	-163.236	-22.7616
49.3	0	-97.5752	-41.3214
49.3	1	-140.549	-32.7626
49.3	2	-163.089	-23.0702
49.4	0	-97.6211	-41.181
49.4	1	-140.758	-32.9026
49.4	2	-162.922	-23.3046
49.5	0	-97.8162	-40.8651
49.5	1	-140.967	-33.0426
49.5	2	-162.697	-23.3077
49.6	0	-98.0112	-40.5491
49.6	1	-141.176	-33.1825
49.6	2	-162.472	-23.3108
49.7	0	-97.7307	-40.395
49.7	1	-141.431	-33.2397
49.7	2	-162.247	-23.3138
49.8	0	-97.4336	-40.2465
49.8	1	-141.716	-33.2446
49.8	2	-162.022	-23.3169
49.9	0	-97.1365	-40.098
49.9	1	-142	-33.2496
49.9	2	-161.801	-23.3821
50	0	-96.8174	-39.9321
50	1	-142.238	-33.2251
50	2	-161.581	-23.4625
50.1	0	-96.4972	-39.7654
50.1	1	-142.046	-32.9305
50.1	2	-161.361	-23.5429
50.2	0	-96.1799	-39.6215
50.2	1	-141.855	-32.6358
50.2	2	-161.141	-23.6234
50.3	0	-95.8754	-39.5781
50.3	1	-141.766	-32.4324
50.3	2	-161.174	-23.7274
50.4	0	-95.571	-39.5347
50.4	1	-141.982	-32.4975
50.4	2	-161.428	-23.852
50.5	0	-95.2665	-39.4914
50.5	1	-142.198	-32.5625
50.5	2	-161.682	-23.9767
50.6	0	-95.4457	-39.3875
50.6	1	-142.414	-32.6276
50.6	2	-161.936	-24.1015
50.7	0	-95.6591	-39.2794
50.7	1	-142.63	-32.6927
50.7	2	-161.94	-24.3625
50.8	0	-95.8725	-39.1713
50.8	1	-142.614	-32.9612
50.8	2	-161.944	-24.6234
50.9	0	-96.086	-39.0633
50.9	1	-142.546	-33.275
50.9	2	-161.948	-24.8843
51	0	-96.1909	-39.2455
51	1	-142.479	-33.5887
51	2	-161.902	-25.0623
51.1	0	-96.2604	-39.5223
51.1	1	-142.593	-33.6197
51.1	2	-161.609	-24.8341
51.2	0	-96.3299	-39.7992
51.2	1	-142.784	-33.5306
51.2	2	-161.316	-24.6059
51.3	0	-96.3032	-40.0249
51.3	1	-142.975	-33.4415
51.3	2	-161.328	-24.425
51.4	0	-95.9896	-40.0979
51.4	1	-143.166	-33.3525
51.4	2	-161.675	-24.2962
51.5	0	-95.676	-40.171
51.5	1	-143.357	-33.2634
51.5	2	-162.023	-24.1674
51.6	0	-95.391	-40.2714
51.6	1	-143.205	-33.1065
51.6	2	-161.955	-24.1952
51.7	0	-95.2737	-40.5322
51.7	1	-143.038	-32.9466
51.7	2	-161.766	-24.2681
51.8	0	-95.1565	-40.793
51.8	1	-142.871	-32.7867
51.8	2	-161.578	-24.3411
51.9	0	-95.0393	-41.0538
51.9	1	-142.704	-32.6268
51.9	2	-161.39	-24.4141
52	0	-95.2452	-41.0849
52	1	-142.696	-32.6837
52	2	-161.202	-24.4871
52.1	0	-95.6262	-40.9916
52.1	1	-142.781	-32.8672
52.1	2	-161.109	-24.7561
52.2	0	-95.9724	-40.9304
52.2	1	-142.865	-33.0507
52.2	2	-161.037	-25.0682
52.3	0	-96.003	-41.1607
52.3	1	-142.95	-33.2341
52.3	2	-160.964	-25.3804
52.4	0	-96.0337	-41.391
52.4	1	-143.034	-33.4176
52.4	2	-161.021	-25.3015
52.5	0	-96.0643	-41.6212
52.5	1	-143.291	-33.5387
52.5	2	-161.134	-25.0538
52.6	0	-96.095	-41.8515
52.6	1	-143.628	-33.6306
52.6	2	-161.247	-24.806
52.7	0	-96.2851	-41.9524
52.7	1	-143.965	-33.7225
52.7	2	-161.365	-24.5683
52.8	0	-96.5163	-42.0199
52.8	1	-143.772	-33.9274
52.8	2	-161.712	-24.7362
52.9	0	-96.7476	-42.0873
52.9	1	-143.462	-34.1572
52.9	2	-162.059	-24.904
53	0	-96.9789	-42.1548
53	1	-143.274	-34.3564
53	2	-162.196	-25.084
53.1	0	-96.9634	-42.0304
53.1	1	-143.502	-34.4513
53.1	2	-162.056	-25.2801
53.2	0	-96.8113	-41.7998
53.2	1	-143.73	-34.5462
53.2	2	-161.915	-25.4762
53.3	0	-96.6593	-41.5693
53.3	1	-143.958	-34.6411
53.3	2	-161.774	-25.6724
53.4	0	-96.5135	-41.3476
53.4	1	-144.126	-34.6679
53.4	2	-161.675	-25.8868
53.5	0	-96.6364	-41.5074
53.5	1	-144.015	-34.3701
53.5	2	-161.679	-26.1465
53.6	0	-96.7592	-41.6672
53.6	1	-143.903	-34.0723
53.6	2	-161.682	-26.4063
53.7	0	-96.8821	-41.827
53.7	1	-143.788	-33.7896
53.7	2	-161.686	-26.666
53.8	0	-97.005	-41.9868
53.8	1	-143.566	-34.0053
53.8	2	-161.59	-26.9572
53.9	0	-97.1052	-42.1362
53.9	1	-143.343	-34.2209
53.9	2	-161.368	-27.2885
54	0	-96.8611	-42.1285
54	1	-143.121	-34.4366
54	2	-161.146	-27.6198
54.1	0	-96.617	-42.1208
54.1	1	-142.856	-34.2928
54.1	2	-161.096	-27.4308
54.2	0	-96.373	-42.113
54.2	1	-142.582	-34.0607
54.2	2	-161.059	-27.2034
54.3	0	-96.1289	-42.1053
54.3	1	-142.316	-33.8363
54.3	2	-161.021	-26.9761
54.4	0	-96.3424	-41.8153
54.4	1	-142.448	-33.9925
54.4	2	-160.984	-26.7487
54.5	0	-96.5715	-41.5156
54.5	1	-142.579	-34.1487
54.5	2	-160.966	-26.4355
54.6	0	-96.8416	-41.365
54.6	1	-142.711	-34.3048
54.6	2	-160.963	-26.063
54.7	0	-97.2002	-41.5366
54.7	1	-142.843	-34.461
54.7	2	-160.96	-25.6904
54.8	0	-97.5588	-41.7082
54.8	1	-142.914	-34.6207
54.8	2	-161.011	-25.4702
54.9	0	-97.6605	-41.575
54.9	1	-142.565	-34.8048
54.9	2	-161.068	-25.2656
55	0	-97.6982	-41.3659
55	1	-142.215	-34.9889
55	2	-161.126	-25.061
55.1	0	-97.7359	-41.1568
55.1	1	-142	-34.8409
55.1	2	-161.183	-24.8564
55.2	0	-97.7736	-40.9477
55.2	1	-141.876	-34.4665
55.2	2	-161.274	-24.6595
55.3	0	-97.8207	-40.7769
55.3	1	-141.765	-34.1006
55.3	2	-161.501	-24.4932
55.4	0	-97.9575	-40.9754
55.4	1	-141.848	-33.8721
