DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	10.1008	1010	0	3	1	1	1	1	0	1487	22	0	16.1287 	0	0.015936
UL	10.1008	1010	0	3	2	1	1	2	0	2126	28	0	24.7004 	0	0.00539029
DL	10.1028	1010	2	3	1	1	1	1	0	1487	22	0	16.1648	0	0.015936
DL	10.1028	1010	2	3	2	1	1	2	0	2126	28	0	24.7041	0	0.00539029
DL	10.1028	1010	2	3	3	1	1	3	0	1946	26	0	21.7672	0	0
UL	10.1108	1011	0	3	1	1	1	1	0	1487	22	0	16.1926 	1	0.015936
UL	10.1108	1011	0	3	2	1	1	2	0	2126	28	0	24.5229 	0	0.00539029
UL	10.1115	1011	1	2	1	1	1	1	0	1487	22	1	16.1458 	0	0
DL	10.1128	1011	2	3	1	1	1	1	0	1487	22	0	16.1081	0	0.015936
DL	10.1128	1011	2	3	2	1	1	2	0	2126	28	0	24.5431	0	0.00539029
DL	10.1128	1011	2	3	3	1	1	3	0	1946	26	0	21.5011	0	0
UL	10.1208	1012	0	3	1	1	1	1	0	1487	22	0	15.852 	1	0.305096
UL	10.1208	1012	0	3	2	1	1	2	0	2126	28	0	24.6391 	0	0.00539029
UL	10.1215	1012	1	2	1	1	1	1	0	1487	22	1	15.8748 	0	0
DL	10.1228	1012	2	3	1	1	1	1	0	1487	22	0	15.8497	0	0.305096
DL	10.1228	1012	2	3	2	1	1	2	0	2126	28	0	24.6875	0	0.00539029
DL	10.1228	1012	2	3	3	1	1	3	0	1946	26	0	21.4085	0	0
UL	10.1308	1013	0	3	1	1	1	1	0	1373	21	0	15.9017 	0	0
UL	10.1308	1013	0	3	2	1	1	2	0	2126	28	0	24.7512 	0	0.00539029
DL	10.1328	1013	2	3	1	1	1	1	0	1258	20	0	15.8769	0	0
DL	10.1328	1013	2	3	2	1	1	2	0	2126	28	0	24.8714	0	0.00269757
DL	10.1328	1013	2	3	3	1	1	3	0	1946	26	0	21.464	0	0
UL	10.1408	1014	0	3	1	1	1	1	0	1373	21	0	16.038 	0	0
UL	10.1408	1014	0	3	2	1	1	2	0	2126	28	0	24.7616 	0	0.00539029
DL	10.1428	1014	2	3	1	1	1	1	0	1258	20	0	16.0952	0	0
DL	10.1428	1014	2	3	2	1	1	2	0	2126	28	0	24.8639	0	0.00269757
DL	10.1428	1014	2	3	3	1	1	3	0	1946	26	0	21.6502	0	0
UL	10.1508	1015	0	3	1	1	1	1	0	1487	22	0	16.2503 	0	0.00039996
UL	10.1508	1015	0	3	2	1	1	2	0	2126	28	0	24.9238 	0	0.00269757
DL	10.1528	1015	2	3	1	1	1	1	0	1487	22	0	16.2052	0	0.015936
DL	10.1528	1015	2	3	2	1	1	2	0	2126	28	0	24.8658	0	0.00269757
DL	10.1528	1015	2	3	3	1	1	3	0	1946	26	0	21.5733	0	0
UL	10.1608	1016	0	3	1	1	1	1	0	1487	22	0	16.0654 	0	0.015936
UL	10.1608	1016	0	3	2	1	1	2	0	2126	28	0	24.9516 	0	0.00269757
DL	10.1628	1016	2	3	1	1	1	1	0	1487	22	0	15.939	0	0.305096
DL	10.1628	1016	2	3	2	1	1	2	0	2126	28	0	24.8172	0	0.00539029
DL	10.1628	1016	2	3	3	1	1	3	0	1946	26	0	21.6528	0	0
UL	10.1708	1017	0	3	1	1	1	1	0	1487	22	0	15.981 	0	0.305096
UL	10.1708	1017	0	3	2	1	1	2	0	2126	28	0	24.9033 	0	0.00269757
DL	10.1728	1017	2	3	1	1	1	1	0	1258	20	0	15.9448	0	0
DL	10.1728	1017	2	3	2	1	1	2	0	2126	28	0	24.8282	0	0.00539029
DL	10.1728	1017	2	3	3	1	1	3	0	1946	26	0	21.8602	0	0
UL	10.1808	1018	0	3	1	1	1	1	0	1373	21	0	16.215 	0	0
UL	10.1808	1018	0	3	2	1	1	2	0	2126	28	0	24.5549 	0	0.00539029
DL	10.1828	1018	2	3	1	1	1	1	0	1258	20	0	16.09	0	0
DL	10.1828	1018	2	3	2	1	1	2	0	2126	28	0	24.6853	0	0.00539029
DL	10.1828	1018	2	3	3	1	1	3	0	1946	26	0	22.0703	0	0
UL	10.1908	1019	0	3	1	1	1	1	0	1487	22	0	16.1671 	0	0.015936
UL	10.1908	1019	0	3	2	1	1	2	0	2126	28	0	24.7266 	0	0.00539029
DL	10.1928	1019	2	3	1	1	1	1	0	1487	22	0	16.2792	0	0.00039996
DL	10.1928	1019	2	3	2	1	1	2	0	2126	28	0	24.8524	0	0.00269757
DL	10.1928	1019	2	3	3	1	1	3	0	1946	26	0	21.9334	0	0
UL	10.2008	1020	0	3	1	1	1	1	0	1487	22	0	16.464 	0	0
UL	10.2008	1020	0	3	2	1	1	2	0	2126	28	0	24.6702 	0	0.00539029
DL	10.2028	1020	2	3	1	1	1	1	0	1487	22	0	16.4608	0	0
DL	10.2028	1020	2	3	2	1	1	2	0	2126	28	0	24.7617	0	0.00539029
DL	10.2028	1020	2	3	3	1	1	3	0	1946	26	0	22.0772	0	0
UL	10.2108	1021	0	3	1	1	1	1	0	1487	22	0	16.5302 	0	0
UL	10.2108	1021	0	3	2	1	1	2	0	2126	28	0	24.7539 	0	0.00539029
DL	10.2128	1021	2	3	1	1	1	1	0	1487	22	0	16.4638	0	0
DL	10.2128	1021	2	3	2	1	1	2	0	2126	28	0	24.8987	0	0.00269757
DL	10.2128	1021	2	3	3	1	1	3	0	1946	26	0	22.2513	0	0
UL	10.2208	1022	0	3	1	1	1	1	0	1487	22	0	16.7189 	0	0
UL	10.2208	1022	0	3	2	1	1	2	0	2126	28	0	24.6973 	0	0.00539029
DL	10.2228	1022	2	3	1	1	1	1	0	1487	22	0	16.7375	0	0
DL	10.2228	1022	2	3	2	1	1	2	0	2126	28	0	24.7858	0	0.00539029
DL	10.2228	1022	2	3	3	1	1	3	0	1946	26	0	22.4429	0	0
UL	10.2308	1023	0	3	1	1	1	1	0	1487	22	0	16.738 	0	0
UL	10.2308	1023	0	3	2	1	1	2	0	2126	28	0	24.5535 	0	0.00539029
DL	10.2328	1023	2	3	1	1	1	1	0	1487	22	0	16.7259	0	0
DL	10.2328	1023	2	3	2	1	1	2	0	2126	28	0	24.645	0	0.00539029
DL	10.2328	1023	2	3	3	1	1	3	0	1946	26	0	22.4173	0	0
UL	10.2408	1024	0	3	1	1	1	1	0	1487	22	0	16.7155 	0	0
UL	10.2408	1024	0	3	2	1	1	2	0	2126	28	0	24.7887 	0	0.00539029
DL	10.2428	1024	2	3	1	1	1	1	0	1487	22	0	16.7701	0	0
DL	10.2428	1024	2	3	2	1	1	2	0	2126	28	0	24.7304	0	0.00539029
DL	10.2428	1024	2	3	3	1	1	3	0	1946	26	0	22.3125	0	0
UL	10.2508	1025	0	3	1	1	1	1	0	1487	22	0	16.7412 	0	0
UL	10.2508	1025	0	3	2	1	1	2	0	2126	28	0	25.2791 	0	0.00209853
DL	10.2528	1025	2	3	1	1	1	1	0	1487	22	0	16.8609	0	0
DL	10.2528	1025	2	3	2	1	1	2	0	2126	28	0	25.1762	0	0.00269757
DL	10.2528	1025	2	3	3	1	1	3	0	1946	26	0	22.6247	0	0
UL	10.2608	1026	0	3	1	1	1	1	0	1487	22	0	17.1356 	0	0
UL	10.2608	1026	0	3	2	1	1	2	0	2126	28	0	25.0483 	0	0.00269757
DL	10.2628	1026	2	3	1	1	1	1	0	1487	22	0	17.2792	0	0
DL	10.2628	1026	2	3	2	1	1	2	0	2126	28	0	24.9618	0	0.00269757
DL	10.2628	1026	2	3	3	1	1	3	0	1946	26	0	22.4421	0	0
UL	10.2708	1027	0	3	1	1	1	1	0	1602	23	0	17.6433 	0	0
UL	10.2708	1027	0	3	2	1	1	2	0	2126	28	0	25.166 	0	0.00269757
DL	10.2728	1027	2	3	1	1	1	1	0	1487	22	0	17.6586	0	0
DL	10.2728	1027	2	3	2	1	1	2	0	2126	28	0	25.1474	0	0.00269757
DL	10.2728	1027	2	3	3	1	1	3	0	1946	26	0	22.4115	0	0
UL	10.2808	1028	0	3	1	1	1	1	0	1602	23	0	17.5735 	0	0
UL	10.2808	1028	0	3	2	1	1	2	0	2126	28	0	25.1322 	0	0.00269757
DL	10.2828	1028	2	3	1	1	1	1	0	1487	22	0	17.5477	0	0
DL	10.2828	1028	2	3	2	1	1	2	0	2126	28	0	25.216	0	0.00269757
DL	10.2828	1028	2	3	3	1	1	3	0	1946	26	0	22.1061	0	0
UL	10.2908	1029	0	3	1	1	1	1	0	1602	23	0	17.6906 	0	0
UL	10.2908	1029	0	3	2	1	1	2	0	2126	28	0	25.4823 	0	0.00209853
DL	10.2928	1029	2	3	1	1	1	1	0	1487	22	0	17.6962	0	0
DL	10.2928	1029	2	3	2	1	1	2	0	2126	28	0	25.5855	0	0.00209853
DL	10.2928	1029	2	3	3	1	1	3	0	1946	26	0	21.8356	0	0
UL	10.3008	1030	0	3	1	1	1	1	0	1602	23	0	17.5536 	0	0
UL	10.3008	1030	0	3	2	1	1	2	0	2126	28	0	25.5826 	0	0.00209853
DL	10.3028	1030	2	3	1	1	1	1	0	1487	22	0	17.414	0	0
DL	10.3028	1030	2	3	2	1	1	2	0	2126	28	0	25.6165	0	0.00209853
DL	10.3028	1030	2	3	3	1	1	3	0	1946	26	0	21.6512	0	0
UL	10.3108	1031	0	3	1	1	1	1	0	1602	23	0	17.3027 	1	0.344598
UL	10.3108	1031	0	3	2	1	1	2	0	2126	28	0	25.6479 	0	0.00209853
UL	10.3115	1031	1	2	1	1	1	1	0	1602	23	1	17.3557 	0	0
DL	10.3128	1031	2	3	1	1	1	1	0	1487	22	0	17.4512	0	0
DL	10.3128	1031	2	3	2	1	1	2	0	2126	28	0	25.6133	0	0.00209853
DL	10.3128	1031	2	3	3	1	1	3	0	1946	26	0	21.8125	0	0
UL	10.3208	1032	0	3	1	1	1	1	0	1602	23	0	17.6779 	0	0
UL	10.3208	1032	0	3	2	1	1	2	0	2126	28	0	25.6825 	0	0.00209853
DL	10.3228	1032	2	3	1	1	1	1	0	1487	22	0	17.7132	0	0
DL	10.3228	1032	2	3	2	1	1	2	0	2126	28	0	25.698	0	0.00209853
DL	10.3228	1032	2	3	3	1	1	3	0	1946	26	0	21.9488	0	0
UL	10.3308	1033	0	3	1	1	1	1	0	1602	23	0	17.841 	0	0
UL	10.3308	1033	0	3	2	1	1	2	0	2126	28	0	25.6723 	0	0.00209853
DL	10.3328	1033	2	3	1	1	1	1	0	1487	22	0	17.8641	0	0
DL	10.3328	1033	2	3	2	1	1	2	0	2126	28	0	25.6113	0	0.00209853
DL	10.3328	1033	2	3	3	1	1	3	0	1946	26	0	22.1773	0	0
UL	10.3408	1034	0	3	1	1	1	1	0	1602	23	0	17.9339 	0	0
UL	10.3408	1034	0	3	2	1	1	2	0	2126	28	0	25.8582 	0	0.00179892
DL	10.3428	1034	2	3	1	1	1	1	0	1487	22	0	17.916	0	0
DL	10.3428	1034	2	3	2	1	1	2	0	2126	28	0	25.8348	0	0.00179892
DL	10.3428	1034	2	3	3	1	1	3	0	1946	26	0	22.1227	0	0
UL	10.3508	1035	0	3	1	1	1	1	0	1602	23	0	18.073 	0	0
UL	10.3508	1035	0	3	2	1	1	2	0	2126	28	0	25.8138 	0	0.00179892
DL	10.3528	1035	2	3	1	1	1	1	0	1487	22	0	17.9056	0	0
DL	10.3528	1035	2	3	2	1	1	2	0	2126	28	0	25.9324	0	0.00179892
DL	10.3528	1035	2	3	3	1	1	3	0	1946	26	0	22.1054	0	0
UL	10.3608	1036	0	3	1	1	1	1	0	1717	24	0	17.7576 	1	0.913329
UL	10.3608	1036	0	3	2	1	1	2	0	2126	28	0	25.8686 	0	0.00179892
UL	10.3615	1036	1	2	1	1	1	1	0	1717	24	1	17.7714 	0	0
DL	10.3628	1036	2	3	1	1	1	1	0	1487	22	0	17.7977	0	0
DL	10.3628	1036	2	3	2	1	1	2	0	2126	28	0	25.9537	0	0.00179892
DL	10.3628	1036	2	3	3	1	1	3	0	1946	26	0	21.925	0	0
UL	10.3708	1037	0	3	1	1	1	1	0	1602	23	0	18.0245 	0	0
UL	10.3708	1037	0	3	2	1	1	2	0	2126	28	0	25.8415 	0	0.00179892
DL	10.3728	1037	2	3	1	1	1	1	0	1487	22	0	17.8836	0	0
DL	10.3728	1037	2	3	2	1	1	2	0	2126	28	0	25.9267	0	0.00179892
DL	10.3728	1037	2	3	3	1	1	3	0	1946	26	0	21.7157	0	0
UL	10.3808	1038	0	3	1	1	1	1	0	1717	24	0	17.7937 	1	0.913329
UL	10.3808	1038	0	3	2	1	1	2	0	2126	28	0	25.7318 	0	0.00179892
UL	10.3815	1038	1	2	1	1	1	1	0	1717	24	1	17.8191 	0	0
DL	10.3828	1038	2	3	1	1	1	1	0	1487	22	0	17.8972	0	0
DL	10.3828	1038	2	3	2	1	1	2	0	2126	28	0	25.8375	0	0.00179892
DL	10.3828	1038	2	3	3	1	1	3	0	1946	26	0	21.6626	0	0
UL	10.3908	1039	0	3	1	1	1	1	0	1602	23	0	17.901 	0	0
UL	10.3908	1039	0	3	2	1	1	2	0	2126	28	0	25.7058 	0	0.00209853
DL	10.3928	1039	2	3	1	1	1	1	0	1487	22	0	17.794	0	0
DL	10.3928	1039	2	3	2	1	1	2	0	2126	28	0	25.7901	0	0.00179892
DL	10.3928	1039	2	3	3	1	1	3	0	1946	26	0	21.4872	0	0
UL	10.4008	1040	0	3	1	1	1	1	0	1602	23	0	17.5958 	0	0
UL	10.4008	1040	0	3	2	1	1	2	0	2126	28	0	25.575 	0	0.00209853
DL	10.4028	1040	2	3	1	1	1	1	0	1487	22	0	17.5682	0	0
DL	10.4028	1040	2	3	2	1	1	2	0	2126	28	0	25.5069	0	0.00209853
DL	10.4028	1040	2	3	3	1	1	3	0	1946	26	0	21.4411	0	0
UL	10.4108	1041	0	3	1	1	1	1	0	1602	23	0	17.4302 	0	0
UL	10.4108	1041	0	3	2	1	1	2	0	2126	28	0	25.6773 	0	0.00209853
DL	10.4128	1041	2	3	1	1	1	1	0	1487	22	0	17.5693	0	0
DL	10.4128	1041	2	3	2	1	1	2	0	2126	28	0	25.5754	0	0.00209853
DL	10.4128	1041	2	3	3	1	1	3	0	1946	26	0	21.5937	0	0
UL	10.4208	1042	0	3	1	1	1	1	0	1602	23	0	17.6844 	0	0
UL	10.4208	1042	0	3	2	1	1	2	0	2126	28	0	25.3367 	0	0.00209853
DL	10.4228	1042	2	3	1	1	1	1	0	1487	22	0	17.7654	0	0
DL	10.4228	1042	2	3	2	1	1	2	0	2126	28	0	25.3082	0	0.00209853
DL	10.4228	1042	2	3	3	1	1	3	0	1946	26	0	21.5582	0	0
UL	10.4308	1043	0	3	1	1	1	1	0	1602	23	0	17.7749 	0	0
UL	10.4308	1043	0	3	2	1	1	2	0	2126	28	0	25.2738 	0	0.00269757
DL	10.4328	1043	2	3	1	1	1	1	0	1487	22	0	17.7122	0	0
DL	10.4328	1043	2	3	2	1	1	2	0	2126	28	0	25.1117	0	0.00269757
DL	10.4328	1043	2	3	3	1	1	3	0	1946	26	0	21.4253	0	0
UL	10.4408	1044	0	3	1	1	1	1	0	1602	23	0	17.7734 	0	0
UL	10.4408	1044	0	3	2	1	1	2	0	2126	28	0	25.6321 	0	0.00209853
DL	10.4428	1044	2	3	1	1	1	1	0	1487	22	0	17.7746	0	0
DL	10.4428	1044	2	3	2	1	1	2	0	2126	28	0	25.5757	0	0.00209853
DL	10.4428	1044	2	3	3	1	1	3	0	1946	26	0	21.3919	0	0
UL	10.4508	1045	0	3	1	1	1	1	0	1602	23	0	17.473 	0	0
UL	10.4508	1045	0	3	2	1	1	2	0	2126	28	0	25.7262 	0	0.00179892
DL	10.4528	1045	2	3	1	1	1	1	0	1487	22	0	17.5949	0	0
DL	10.4528	1045	2	3	2	1	1	2	0	2126	28	0	25.5775	0	0.00209853
DL	10.4528	1045	2	3	3	1	1	3	0	1946	26	0	21.2107	0	0
UL	10.4608	1046	0	3	1	1	1	1	0	1602	23	0	17.432 	0	0
UL	10.4608	1046	0	3	2	1	1	2	0	2126	28	0	25.4335 	0	0.00209853
DL	10.4628	1046	2	3	1	1	1	1	0	1487	22	0	17.3662	0	0
DL	10.4628	1046	2	3	2	1	1	2	0	2126	28	0	25.3756	0	0.00209853
DL	10.4628	1046	2	3	3	1	1	3	0	1946	26	0	21.3716	0	0
UL	10.4708	1047	0	3	1	1	1	1	0	1602	23	0	17.4812 	0	0
UL	10.4708	1047	0	3	2	1	1	2	0	2126	28	0	25.3356 	0	0.00209853
DL	10.4728	1047	2	3	1	1	1	1	0	1487	22	0	17.3875	0	0
DL	10.4728	1047	2	3	2	1	1	2	0	2126	28	0	25.4732	0	0.00209853
DL	10.4728	1047	2	3	3	1	1	3	0	1946	26	0	21.4459	0	0
UL	10.4808	1048	0	3	1	1	1	1	0	1602	23	0	17.3099 	0	0.344598
UL	10.4808	1048	0	3	2	1	1	2	0	2126	28	0	25.4777 	0	0.00209853
DL	10.4828	1048	2	3	1	1	1	1	0	1487	22	0	17.4071	0	0
DL	10.4828	1048	2	3	2	1	1	2	0	2126	28	0	25.5948	0	0.00209853
DL	10.4828	1048	2	3	3	1	1	3	0	1946	26	0	21.6172	0	0
UL	10.4908	1049	0	3	1	1	1	1	0	1602	23	0	17.4919 	0	0
UL	10.4908	1049	0	3	2	1	1	2	0	2126	28	0	25.5094 	0	0.00209853
DL	10.4928	1049	2	3	1	1	1	1	0	1487	22	0	17.5033	0	0
DL	10.4928	1049	2	3	2	1	1	2	0	2126	28	0	25.5219	0	0.00209853
DL	10.4928	1049	2	3	3	1	1	3	0	1946	26	0	21.585	0	0
UL	10.5008	1050	0	3	1	1	1	1	0	1602	23	0	17.6921 	0	0
UL	10.5008	1050	0	3	2	1	1	2	0	2126	28	0	25.5613 	0	0.00209853
DL	10.5028	1050	2	3	1	1	1	1	0	1487	22	0	17.6876	0	0
DL	10.5028	1050	2	3	2	1	1	2	0	2126	28	0	25.8437	0	0.00179892
DL	10.5028	1050	2	3	3	1	1	3	0	1946	26	0	21.5235	0	0
UL	10.5108	1051	0	3	1	1	1	1	0	1602	23	0	17.9742 	0	0
UL	10.5108	1051	0	3	2	1	1	2	0	2126	28	0	25.6791 	0	0.00209853
DL	10.5128	1051	2	3	1	1	1	1	0	1487	22	0	18.0051	0	0
DL	10.5128	1051	2	3	2	1	1	2	0	2126	28	0	25.7918	0	0.00179892
DL	10.5128	1051	2	3	3	1	1	3	0	1946	26	0	21.4613	0	0
UL	10.5208	1052	0	3	1	1	1	1	0	1602	23	0	18.0165 	0	0
UL	10.5208	1052	0	3	2	1	1	2	0	2126	28	0	25.7589 	0	0.00179892
DL	10.5228	1052	2	3	1	1	1	1	0	1487	22	0	17.9504	0	0
DL	10.5228	1052	2	3	2	1	1	2	0	2126	28	0	25.757	0	0.00179892
DL	10.5228	1052	2	3	3	1	1	3	0	1946	26	0	21.2704	0	0
UL	10.5308	1053	0	3	1	1	1	1	0	1717	24	0	17.8599 	1	0.913329
UL	10.5308	1053	0	3	2	1	1	2	0	2126	28	0	25.7917 	0	0.00179892
UL	10.5315	1053	1	2	1	1	1	1	0	1717	24	1	17.8977 	0	0
DL	10.5328	1053	2	3	1	1	1	1	0	1487	22	0	17.957	0	0
DL	10.5328	1053	2	3	2	1	1	2	0	2126	28	0	25.6599	0	0.00209853
DL	10.5328	1053	2	3	3	1	1	3	0	1946	26	0	21.5584	0	0
UL	10.5408	1054	0	3	1	1	1	1	0	1602	23	0	18.2326 	0	0
UL	10.5408	1054	0	3	2	1	1	2	0	2126	28	0	25.7927 	0	0.00179892
DL	10.5428	1054	2	3	1	1	1	1	0	1487	22	0	18.2339	0	0
DL	10.5428	1054	2	3	2	1	1	2	0	2126	28	0	25.6375	0	0.00209853
DL	10.5428	1054	2	3	3	1	1	3	0	1946	26	0	21.3555	0	0
UL	10.5508	1055	0	3	1	1	1	1	0	1717	24	0	18.4222 	0	0.0307597
UL	10.5508	1055	0	3	2	1	1	2	0	2126	28	0	25.6345 	0	0.00209853
DL	10.5528	1055	2	3	1	1	1	1	0	1717	24	0	18.3399	0	0.0307597
DL	10.5528	1055	2	3	2	1	1	2	0	2126	28	0	25.6502	0	0.00209853
DL	10.5528	1055	2	3	3	1	1	3	0	1946	26	0	21.4238	0	0
UL	10.5608	1056	0	3	1	1	1	1	0	1717	24	0	18.2155 	0	0.0307597
UL	10.5608	1056	0	3	2	1	1	2	0	2126	28	0	25.6528 	0	0.00209853
DL	10.5628	1056	2	3	1	1	1	1	0	1717	24	0	18.1978	0	0.0307597
DL	10.5628	1056	2	3	2	1	1	2	0	2126	28	0	25.5741	0	0.00209853
DL	10.5628	1056	2	3	3	1	1	3	0	1946	26	0	21.141	0	0
UL	10.5708	1057	0	3	1	1	1	1	0	1717	24	0	18.2035 	0	0.0307597
UL	10.5708	1057	0	3	2	1	1	2	0	2126	28	0	25.2918 	0	0.00209853
DL	10.5728	1057	2	3	1	1	1	1	0	1717	24	0	18.1835	0	0.0307597
DL	10.5728	1057	2	3	2	1	1	2	0	2126	28	0	25.3156	0	0.00209853
DL	10.5728	1057	2	3	3	1	1	3	0	1946	26	0	21.2813	0	0
UL	10.5808	1058	0	3	1	1	1	1	0	1717	24	0	18.173 	0	0.0307597
UL	10.5808	1058	0	3	2	1	1	2	0	2126	28	0	25.2239 	0	0.00269757
DL	10.5828	1058	2	3	1	1	1	1	0	1717	24	0	18.2778	0	0.0307597
DL	10.5828	1058	2	3	2	1	1	2	0	2126	28	0	25.2286	0	0.00269757
DL	10.5828	1058	2	3	3	1	1	3	0	1946	26	0	21.4207	0	0
UL	10.5908	1059	0	3	1	1	1	1	0	1717	24	0	18.3122 	0	0.0307597
UL	10.5908	1059	0	3	2	1	1	2	0	2126	28	0	25.2615 	0	0.00269757
DL	10.5928	1059	2	3	1	1	1	1	0	1717	24	0	18.3308	0	0.0307597
DL	10.5928	1059	2	3	2	1	1	2	0	2126	28	0	25.348	0	0.00209853
DL	10.5928	1059	2	3	3	1	1	3	0	1946	26	0	21.2417	0	0
UL	10.6008	1060	0	3	1	1	1	1	0	1717	24	0	17.8849 	0	0.913329
UL	10.6008	1060	0	3	2	1	1	2	0	2126	28	0	25.4074 	0	0.00209853
DL	10.6028	1060	2	3	1	1	1	1	0	1717	24	0	17.9405	1	0.913329
DL	10.6028	1060	2	3	2	1	1	2	0	2126	28	0	25.5285	0	0.00209853
DL	10.6028	1060	2	3	3	1	1	3	0	1946	26	0	21.2985	0	0
DL	10.6035	1060	3	2	1	1	1	1	0	1717	24	1	17.9691	0	0
DL	10.6036	1060	3	2	2	1	1	1	0	1717	24	2	17.9696	1	0.913329
UL	10.6108	1061	0	3	1	1	1	1	0	1602	23	0	18.1436 	0	0
UL	10.6108	1061	0	3	2	1	1	2	0	2126	28	0	25.5643 	0	0.00209853
DL	10.6128	1061	2	3	1	1	1	1	0	1487	22	0	18.2072	0	0
DL	10.6128	1061	2	3	2	1	1	2	0	2126	28	0	25.6809	0	0.00209853
DL	10.6128	1061	2	3	3	1	1	3	0	1946	26	0	21.3778	0	0
UL	10.6208	1062	0	3	1	1	1	1	0	1717	24	0	18.3667 	0	0.0307597
UL	10.6208	1062	0	3	2	1	1	2	0	2126	28	0	25.7701 	0	0.00179892
DL	10.6228	1062	2	3	1	1	1	1	0	1717	24	0	18.3872	0	0.0307597
DL	10.6228	1062	2	3	2	1	1	2	0	2126	28	0	25.7897	0	0.00179892
DL	10.6228	1062	2	3	3	1	1	3	0	1946	26	0	21.1316	0	0
UL	10.6308	1063	0	3	1	1	1	1	0	1717	24	0	18.2968 	0	0.0307597
UL	10.6308	1063	0	3	2	1	1	2	0	2126	28	0	25.7109 	0	0.00209853
DL	10.6328	1063	2	3	1	1	1	1	0	1717	24	0	18.1596	0	0.0307597
DL	10.6328	1063	2	3	2	1	1	2	0	2126	28	0	25.7499	0	0.00179892
DL	10.6328	1063	2	3	3	1	1	3	0	1946	26	0	21.2245	0	0
UL	10.6408	1064	0	3	1	1	1	1	0	1717	24	0	18.2373 	0	0.0307597
UL	10.6408	1064	0	3	2	1	1	2	0	2126	28	0	25.7996 	0	0.00179892
DL	10.6428	1064	2	3	1	1	1	1	0	1717	24	0	18.2004	0	0.0307597
DL	10.6428	1064	2	3	2	1	1	2	0	2126	28	0	25.7291	0	0.00179892
DL	10.6428	1064	2	3	3	1	1	3	0	1946	26	0	21.1949	0	0
UL	10.6508	1065	0	3	1	1	1	1	0	1717	24	0	18.1769 	0	0.0307597
UL	10.6508	1065	0	3	2	1	1	2	0	2126	28	0	25.5345 	0	0.00209853
DL	10.6528	1065	2	3	1	1	1	1	0	1717	24	0	18.1197	0	0.0307597
DL	10.6528	1065	2	3	2	1	1	2	0	2126	28	0	25.4043	0	0.00209853
DL	10.6528	1065	2	3	3	1	1	3	0	1946	26	0	21.091	0	0
UL	10.6608	1066	0	3	1	1	1	1	0	1717	24	0	17.898 	1	0.913329
UL	10.6608	1066	0	3	2	1	1	2	0	2126	28	0	25.8037 	0	0.00179892
UL	10.6615	1066	1	2	1	1	1	1	0	1717	24	1	17.8951 	0	0
DL	10.6628	1066	2	3	1	1	1	1	0	1717	24	0	17.9424	1	0.913329
DL	10.6628	1066	2	3	2	1	1	2	0	2126	28	0	25.7041	0	0.00209853
DL	10.6628	1066	2	3	3	1	1	3	0	1946	26	0	20.9804	0	0
DL	10.6635	1066	3	2	1	1	1	1	0	1717	24	1	17.9522	0	0
DL	10.6636	1066	3	2	2	1	1	1	0	1717	24	2	17.9592	1	0.913329
UL	10.6708	1067	0	3	1	1	1	1	0	1602	23	0	17.8264 	0	0
UL	10.6708	1067	0	3	2	1	1	2	0	2126	28	0	25.955 	0	0.00179892
DL	10.6728	1067	2	3	1	1	1	1	0	1487	22	0	17.6503	0	0
DL	10.6728	1067	2	3	2	1	1	2	0	2126	28	0	25.8679	0	0.00179892
DL	10.6728	1067	2	3	3	1	1	3	0	1946	26	0	20.6513	0	0
UL	10.6808	1068	0	3	1	1	1	1	0	1602	23	0	17.5915 	0	0
UL	10.6808	1068	0	3	2	1	1	2	0	2126	28	0	25.8143 	0	0.00179892
DL	10.6828	1068	2	3	1	1	1	1	0	1487	22	0	17.6612	0	0
DL	10.6828	1068	2	3	2	1	1	2	0	2126	28	0	25.8918	0	0.00179892
DL	10.6828	1068	2	3	3	1	1	3	0	1946	26	0	20.6389	0	0
UL	10.6908	1069	0	3	1	1	1	1	0	1602	23	0	17.4487 	0	0
UL	10.6908	1069	0	3	2	1	1	2	0	2126	28	0	25.6984 	0	0.00209853
DL	10.6928	1069	2	3	1	1	1	1	0	1487	22	0	17.4549	0	0
DL	10.6928	1069	2	3	2	1	1	2	0	2126	28	0	25.7475	0	0.00179892
DL	10.6928	1069	2	3	3	1	1	3	0	1946	26	0	20.4133	0	0.00638976
UL	10.7008	1070	0	3	1	1	1	1	0	1602	23	0	17.4115 	0	0
UL	10.7008	1070	0	3	2	1	1	2	0	2126	28	0	25.9317 	0	0.00179892
DL	10.7028	1070	2	3	1	1	1	1	0	1487	22	0	17.4713	0	0
DL	10.7028	1070	2	3	2	1	1	2	0	2126	28	0	25.9598	0	0.00179892
DL	10.7028	1070	2	3	3	1	1	3	0	1946	26	0	20.6257	0	0
UL	10.7108	1071	0	3	1	1	1	1	0	1602	23	0	17.4004 	0	0
UL	10.7108	1071	0	3	2	1	1	2	0	2126	28	0	25.9222 	0	0.00179892
DL	10.7128	1071	2	3	1	1	1	1	0	1487	22	0	17.4179	0	0
DL	10.7128	1071	2	3	2	1	1	2	0	2126	28	0	26.0112	0	0.00179892
DL	10.7128	1071	2	3	3	1	1	3	0	1946	26	0	20.3638	0	0.00638976
