DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	52.9528	5295	2	3	3	1	1	1	0	2126	28	0	28.7004	0	0
UL	52.9608	5296	0	3	1	1	1	2	0	2126	28	0	24.159 	0	0.00598801
UL	52.9608	5296	0	3	2	1	1	1	0	2126	28	0	28.698 	0	0
DL	52.9628	5296	2	3	1	1	1	2	0	2126	28	0	24.1453	0	0.00598801
DL	52.9628	5296	2	3	2	1	1	3	0	1717	24	0	19.2958	0	0
DL	52.9628	5296	2	3	3	1	1	1	0	2126	28	0	28.677	0	0
UL	52.9708	5297	0	3	1	1	1	2	0	2126	28	0	24.0717 	0	0.00598801
UL	52.9708	5297	0	3	2	1	1	1	0	2126	28	0	28.6751 	0	0
DL	52.9728	5297	2	3	1	1	1	2	0	2126	28	0	24.0318	0	0.00598801
DL	52.9728	5297	2	3	2	1	1	3	0	1717	24	0	19.499	0	0
DL	52.9728	5297	2	3	3	1	1	1	0	2126	28	0	28.6936	0	0
UL	52.9808	5298	0	3	1	1	1	2	0	2126	28	0	23.9676 	0	0.0184849
UL	52.9808	5298	0	3	2	1	1	1	0	2126	28	0	28.7112 	0	0
DL	52.9828	5298	2	3	1	1	1	2	0	2126	28	0	24.0327	0	0.00598801
DL	52.9828	5298	2	3	2	1	1	3	0	1717	24	0	19.8018	0	0
DL	52.9828	5298	2	3	3	1	1	1	0	2126	28	0	28.8148	0	0
UL	52.9908	5299	0	3	1	1	1	2	0	2038	27	0	23.7425 	0	0
UL	52.9908	5299	0	3	2	1	1	1	0	2126	28	0	28.7021 	0	0
DL	52.9928	5299	2	3	1	1	1	2	0	2126	28	0	23.7673	0	0.0184849
DL	52.9928	5299	2	3	2	1	1	3	0	1717	24	0	19.6576	0	0
DL	52.9928	5299	2	3	3	1	1	1	0	2126	28	0	28.7241	0	0
UL	53.0008	5300	0	3	1	1	1	2	0	2038	27	0	23.9119 	0	0
UL	53.0008	5300	0	3	2	1	1	1	0	2126	28	0	28.7501 	0	0
DL	53.0028	5300	2	3	1	1	1	2	0	1946	26	0	23.8686	0	0
DL	53.0028	5300	2	3	2	1	1	3	0	1717	24	0	19.7825	0	0
DL	53.0028	5300	2	3	3	1	1	1	0	2126	28	0	28.6825	0	0
UL	53.0108	5301	0	3	1	1	1	2	0	2038	27	0	23.9819 	0	0
UL	53.0108	5301	0	3	2	1	1	1	0	2126	28	0	28.6401 	0	0
DL	53.0128	5301	2	3	1	1	1	2	0	1946	26	0	24.043	0	0
DL	53.0128	5301	2	3	2	1	1	3	0	1717	24	0	20.0311	0	0
DL	53.0128	5301	2	3	3	1	1	1	0	2126	28	0	28.6902	0	0
UL	53.0208	5302	0	3	1	1	1	2	0	2126	28	0	24.0637 	0	0.00598801
UL	53.0208	5302	0	3	2	1	1	1	0	2126	28	0	28.8575 	0	0
DL	53.0228	5302	2	3	1	1	1	2	0	2126	28	0	23.9493	0	0.0184849
DL	53.0228	5302	2	3	2	1	1	3	0	1946	26	0	20.2876	0	0.00638976
DL	53.0228	5302	2	3	3	1	1	1	0	2126	28	0	28.9077	0	0
UL	53.0308	5303	0	3	1	1	1	2	0	2126	28	0	23.9338 	0	0.0184849
UL	53.0308	5303	0	3	2	1	1	1	0	2126	28	0	28.8942 	0	0
DL	53.0328	5303	2	3	1	1	1	2	0	1946	26	0	23.9514	0	0
DL	53.0328	5303	2	3	2	1	1	3	0	1946	26	0	20.3392	0	0.00638976
DL	53.0328	5303	2	3	3	1	1	1	0	2126	28	0	28.9552	0	0
UL	53.0408	5304	0	3	1	1	1	2	0	2038	27	0	24.0412 	0	0
UL	53.0408	5304	0	3	2	1	1	1	0	2126	28	0	29.1093 	0	0
DL	53.0428	5304	2	3	1	1	1	2	0	1946	26	0	24.0159	0	0
DL	53.0428	5304	2	3	2	1	1	3	0	1946	26	0	20.37	0	0.00638976
DL	53.0428	5304	2	3	3	1	1	1	0	2126	28	0	29.1506	0	0
UL	53.0508	5305	0	3	1	1	1	2	0	2126	28	0	24.1676 	0	0.00598801
UL	53.0508	5305	0	3	2	1	1	1	0	2126	28	0	29.1672 	0	0
DL	53.0528	5305	2	3	1	1	1	2	0	2126	28	0	24.1512	0	0.00598801
DL	53.0528	5305	2	3	2	1	1	3	0	1946	26	0	20.2819	0	0.00638976
DL	53.0528	5305	2	3	3	1	1	1	0	2126	28	0	29.162	0	0
UL	53.0608	5306	0	3	1	1	1	2	0	2126	28	0	24.0493 	0	0.00598801
UL	53.0608	5306	0	3	2	1	1	1	0	2126	28	0	29.189 	0	0
DL	53.0628	5306	2	3	1	1	1	2	0	2126	28	0	24.0148	0	0.00598801
DL	53.0628	5306	2	3	2	1	1	3	0	1946	26	0	20.3486	0	0.00638976
DL	53.0628	5306	2	3	3	1	1	1	0	2126	28	0	29.3798	0	0
UL	53.0708	5307	0	3	1	1	1	2	0	2126	28	0	23.8295 	0	0.0184849
UL	53.0708	5307	0	3	2	1	1	1	0	2126	28	0	29.5895 	0	0
DL	53.0728	5307	2	3	1	1	1	2	0	2126	28	0	23.8447	0	0.0184849
DL	53.0728	5307	2	3	2	1	1	3	0	1946	26	0	20.2714	0	0.00638976
DL	53.0728	5307	2	3	3	1	1	1	0	2126	28	0	29.5307	0	0
UL	53.0808	5308	0	3	1	1	1	2	0	2038	27	0	23.6615 	0	0
UL	53.0808	5308	0	3	2	1	1	1	0	2126	28	0	29.4459 	0	0
DL	53.0828	5308	2	3	1	1	1	2	0	1946	26	0	23.7788	0	0
DL	53.0828	5308	2	3	2	1	1	3	0	1946	26	0	20.2867	0	0.00638976
DL	53.0828	5308	2	3	3	1	1	1	0	2126	28	0	29.3044	0	0
UL	53.0908	5309	0	3	1	1	1	2	0	2038	27	0	23.4821 	0	0
UL	53.0908	5309	0	3	2	1	1	1	0	2126	28	0	29.5265 	0	0
DL	53.0928	5309	2	3	1	1	1	2	0	1946	26	0	23.4223	0	0
DL	53.0928	5309	2	3	2	1	1	3	0	1946	26	0	20.1756	0	0.00638976
DL	53.0928	5309	2	3	3	1	1	1	0	2126	28	0	29.6022	0	0
UL	53.1008	5310	0	3	1	1	1	2	0	2038	27	0	23.2561 	0	0
UL	53.1008	5310	0	3	2	1	1	1	0	2126	28	0	29.5774 	0	0
DL	53.1028	5310	2	3	1	1	1	2	0	1946	26	0	23.4058	0	0
DL	53.1028	5310	2	3	2	1	1	3	0	1946	26	0	20.0977	0	0.00638976
DL	53.1028	5310	2	3	3	1	1	1	0	2126	28	0	29.534	0	0
UL	53.1108	5311	0	3	1	1	1	2	0	2038	27	0	23.1468 	0	0
UL	53.1108	5311	0	3	2	1	1	1	0	2126	28	0	29.4007 	0	0
DL	53.1128	5311	2	3	1	1	1	2	0	1946	26	0	23.1865	0	0
DL	53.1128	5311	2	3	2	1	1	3	0	1946	26	0	19.9327	0	0.354857
DL	53.1128	5311	2	3	3	1	1	1	0	2126	28	0	29.29	0	0
UL	53.1208	5312	0	3	1	1	1	2	0	2038	27	0	23.2479 	0	0
UL	53.1208	5312	0	3	2	1	1	1	0	2126	28	0	29.3252 	0	0
DL	53.1228	5312	2	3	1	1	1	2	0	1946	26	0	23.3136	0	0
DL	53.1228	5312	2	3	2	1	1	3	0	1717	24	0	20.0102	0	0
DL	53.1228	5312	2	3	3	1	1	1	0	2126	28	0	29.2496	0	0
UL	53.1308	5313	0	3	1	1	1	2	0	2038	27	0	23.3359 	0	0
UL	53.1308	5313	0	3	2	1	1	1	0	2126	28	0	29.2667 	0	0
DL	53.1328	5313	2	3	1	1	1	2	0	1946	26	0	23.1671	0	0
DL	53.1328	5313	2	3	2	1	1	3	0	1946	26	0	19.8571	0	0.354857
DL	53.1328	5313	2	3	3	1	1	1	0	2126	28	0	29.381	0	0
UL	53.1408	5314	0	3	1	1	1	2	0	2038	27	0	23.3213 	0	0
UL	53.1408	5314	0	3	2	1	1	1	0	2126	28	0	29.3297 	0	0
DL	53.1428	5314	2	3	1	1	1	2	0	1946	26	0	23.3129	0	0
DL	53.1428	5314	2	3	2	1	1	3	0	1717	24	0	19.5603	0	0
DL	53.1428	5314	2	3	3	1	1	1	0	2126	28	0	29.304	0	0
UL	53.1508	5315	0	3	1	1	1	2	0	2038	27	0	23.3858 	0	0
UL	53.1508	5315	0	3	2	1	1	1	0	2126	28	0	29.5762 	0	0
DL	53.1528	5315	2	3	1	1	1	2	0	1946	26	0	23.3321	0	0
DL	53.1528	5315	2	3	2	1	1	3	0	1717	24	0	19.3685	0	0
DL	53.1528	5315	2	3	3	1	1	1	0	2126	28	0	29.5179	0	0
UL	53.1608	5316	0	3	1	1	1	2	0	2038	27	0	23.3692 	0	0
UL	53.1608	5316	0	3	2	1	1	1	0	2126	28	0	29.6598 	0	0
DL	53.1628	5316	2	3	1	1	1	2	0	1946	26	0	23.3563	0	0
DL	53.1628	5316	2	3	2	1	1	3	0	1717	24	0	19.2819	0	0
DL	53.1628	5316	2	3	3	1	1	1	0	2126	28	0	29.7312	0	0
UL	53.1708	5317	0	3	1	1	1	2	0	2038	27	0	23.3914 	0	0
UL	53.1708	5317	0	3	2	1	1	1	0	2126	28	0	29.8672 	0	0
DL	53.1728	5317	2	3	1	1	1	2	0	1946	26	0	23.4701	0	0
DL	53.1728	5317	2	3	2	1	1	3	0	1717	24	0	19.478	0	0
DL	53.1728	5317	2	3	3	1	1	1	0	2126	28	0	29.9354	0	0
UL	53.1808	5318	0	3	1	1	1	2	0	2038	27	0	23.4314 	0	0
UL	53.1808	5318	0	3	2	1	1	1	0	2126	28	0	30.076 	0	0
DL	53.1828	5318	2	3	1	1	1	2	0	1946	26	0	23.3221	0	0
DL	53.1828	5318	2	3	2	1	1	3	0	1717	24	0	19.4322	0	0
DL	53.1828	5318	2	3	3	1	1	1	0	2126	28	0	30.0597	0	0
UL	53.1908	5319	0	3	1	1	1	2	0	2038	27	0	23.4941 	0	0
UL	53.1908	5319	0	3	2	1	1	1	0	2126	28	0	30.1039 	0	0
DL	53.1928	5319	2	3	1	1	1	2	0	1946	26	0	23.6655	0	0
DL	53.1928	5319	2	3	2	1	1	3	0	1717	24	0	19.4818	0	0
DL	53.1928	5319	2	3	3	1	1	1	0	2126	28	0	30.1514	0	0
UL	53.2008	5320	0	3	1	1	1	2	0	2038	27	0	23.54 	0	0
UL	53.2008	5320	0	3	2	1	1	1	0	2126	28	0	29.871 	0	0
DL	53.2028	5320	2	3	1	1	1	2	0	1946	26	0	23.5176	0	0
DL	53.2028	5320	2	3	2	1	1	3	0	1717	24	0	19.4422	0	0
DL	53.2028	5320	2	3	3	1	1	1	0	2126	28	0	29.9605	0	0
UL	53.2108	5321	0	3	1	1	1	2	0	2038	27	0	23.5127 	0	0
UL	53.2108	5321	0	3	2	1	1	1	0	2126	28	0	30.1601 	0	0
DL	53.2128	5321	2	3	1	1	1	2	0	1946	26	0	23.733	0	0
DL	53.2128	5321	2	3	2	1	1	3	0	1717	24	0	19.4307	0	0
DL	53.2128	5321	2	3	3	1	1	1	0	2126	28	0	30.0828	0	0
UL	53.2208	5322	0	3	1	1	1	2	0	2038	27	0	23.4237 	0	0
UL	53.2208	5322	0	3	2	1	1	1	0	2126	28	0	30.0773 	0	0
DL	53.2228	5322	2	3	1	1	1	2	0	1946	26	0	23.6035	0	0
DL	53.2228	5322	2	3	2	1	1	3	0	1717	24	0	19.2524	0	0
DL	53.2228	5322	2	3	3	1	1	1	0	2126	28	0	30.1382	0	0
UL	53.2308	5323	0	3	1	1	1	2	0	2038	27	0	23.8108 	0	0
UL	53.2308	5323	0	3	2	1	1	1	0	2126	28	0	30.3294 	0	0
DL	53.2328	5323	2	3	1	1	1	2	0	1946	26	0	23.8182	0	0
DL	53.2328	5323	2	3	2	1	1	3	0	1717	24	0	18.9485	0	0
DL	53.2328	5323	2	3	3	1	1	1	0	2126	28	0	30.3582	0	0
UL	53.2408	5324	0	3	1	1	1	2	0	2038	27	0	23.8685 	0	0
UL	53.2408	5324	0	3	2	1	1	1	0	2126	28	0	30.2093 	0	0
DL	53.2428	5324	2	3	1	1	1	2	0	1946	26	0	23.883	0	0
DL	53.2428	5324	2	3	2	1	1	3	0	1717	24	0	19.1072	0	0
DL	53.2428	5324	2	3	3	1	1	1	0	2126	28	0	30.0963	0	0
UL	53.2508	5325	0	3	1	1	1	2	0	2038	27	0	23.721 	0	0
UL	53.2508	5325	0	3	2	1	1	1	0	2126	28	0	29.9881 	0	0
DL	53.2528	5325	2	3	1	1	1	2	0	1946	26	0	23.684	0	0
DL	53.2528	5325	2	3	2	1	1	3	0	1717	24	0	18.9599	0	0
DL	53.2528	5325	2	3	3	1	1	1	0	2126	28	0	30.077	0	0
UL	53.2608	5326	0	3	1	1	1	2	0	2038	27	0	24.0158 	0	0
UL	53.2608	5326	0	3	2	1	1	1	0	2126	28	0	29.9912 	0	0
DL	53.2628	5326	2	3	1	1	1	2	0	1946	26	0	24.0111	0	0
DL	53.2628	5326	2	3	2	1	1	3	0	1717	24	0	19.0878	0	0
DL	53.2628	5326	2	3	3	1	1	1	0	2126	28	0	30.1127	0	0
UL	53.2708	5327	0	3	1	1	1	2	0	2126	28	0	24.1168 	1	0.00598801
UL	53.2708	5327	0	3	2	1	1	1	0	2126	28	0	29.9698 	0	0
UL	53.2715	5327	1	2	1	1	1	2	0	2126	28	1	23.9685 	0	0
DL	53.2728	5327	2	3	1	1	1	2	0	2126	28	0	23.9921	0	0.00598801
DL	53.2728	5327	2	3	2	1	1	3	0	1717	24	0	19.0304	0	0
DL	53.2728	5327	2	3	3	1	1	1	0	2126	28	0	30.0506	0	0
UL	53.2808	5328	0	3	1	1	1	2	0	2126	28	0	24.2574 	0	0.00598801
UL	53.2808	5328	0	3	2	1	1	1	0	2126	28	0	30.0093 	0	0
DL	53.2828	5328	2	3	1	1	1	2	0	2126	28	0	24.2501	0	0.00598801
DL	53.2828	5328	2	3	2	1	1	3	0	1717	24	0	19.2816	0	0
DL	53.2828	5328	2	3	3	1	1	1	0	2126	28	0	30.0463	0	0
UL	53.2908	5329	0	3	1	1	1	2	0	2126	28	0	24.4899 	0	0.00539029
UL	53.2908	5329	0	3	2	1	1	1	0	2126	28	0	30.0456 	0	0
DL	53.2928	5329	2	3	1	1	1	2	0	2126	28	0	24.4193	0	0.00539029
DL	53.2928	5329	2	3	2	1	1	3	0	1717	24	0	19.1769	0	0
DL	53.2928	5329	2	3	3	1	1	1	0	2126	28	0	30.0523	0	0
UL	53.3008	5330	0	3	1	1	1	2	0	2126	28	0	24.6666 	0	0.00539029
UL	53.3008	5330	0	3	2	1	1	1	0	2126	28	0	29.7256 	0	0
DL	53.3028	5330	2	3	1	1	1	2	0	2126	28	0	24.629	0	0.00539029
DL	53.3028	5330	2	3	2	1	1	3	0	1717	24	0	18.9546	0	0
DL	53.3028	5330	2	3	3	1	1	1	0	2126	28	0	29.7711	0	0
UL	53.3108	5331	0	3	1	1	1	2	0	2126	28	0	24.3731 	0	0.00598801
UL	53.3108	5331	0	3	2	1	1	1	0	2126	28	0	29.6688 	0	0
DL	53.3128	5331	2	3	1	1	1	2	0	2126	28	0	24.4305	0	0.00539029
DL	53.3128	5331	2	3	2	1	1	3	0	1717	24	0	18.9391	0	0
DL	53.3128	5331	2	3	3	1	1	1	0	2126	28	0	29.7964	0	0
UL	53.3208	5332	0	3	1	1	1	2	0	2126	28	0	24.2171 	0	0.00598801
UL	53.3208	5332	0	3	2	1	1	1	0	2126	28	0	29.8978 	0	0
DL	53.3228	5332	2	3	1	1	1	2	0	2126	28	0	24.0776	0	0.00598801
DL	53.3228	5332	2	3	2	1	1	3	0	1717	24	0	18.9605	0	0
DL	53.3228	5332	2	3	3	1	1	1	0	2126	28	0	29.9805	0	0
UL	53.3308	5333	0	3	1	1	1	2	0	2126	28	0	24.1041 	0	0.00598801
UL	53.3308	5333	0	3	2	1	1	1	0	2126	28	0	29.8684 	0	0
DL	53.3328	5333	2	3	1	1	1	2	0	2126	28	0	24.2356	0	0.00598801
DL	53.3328	5333	2	3	2	1	1	3	0	1717	24	0	18.8734	0	0
DL	53.3328	5333	2	3	3	1	1	1	0	2126	28	0	29.8947	0	0
UL	53.3408	5334	0	3	1	1	1	2	0	2126	28	0	23.8682 	0	0.0184849
UL	53.3408	5334	0	3	2	1	1	1	0	2126	28	0	29.6076 	0	0
DL	53.3428	5334	2	3	1	1	1	2	0	2126	28	0	23.8962	0	0.0184849
DL	53.3428	5334	2	3	2	1	1	3	0	1717	24	0	18.8546	0	0
DL	53.3428	5334	2	3	3	1	1	1	0	2126	28	0	29.6125	0	0
UL	53.3508	5335	0	3	1	1	1	2	0	2038	27	0	24.0781 	0	0
UL	53.3508	5335	0	3	2	1	1	1	0	2126	28	0	29.4756 	0	0
DL	53.3528	5335	2	3	1	1	1	2	0	1946	26	0	24.2717	0	0
DL	53.3528	5335	2	3	2	1	1	3	0	1717	24	0	18.6892	0	0
DL	53.3528	5335	2	3	3	1	1	1	0	2126	28	0	29.5678	0	0
UL	53.3608	5336	0	3	1	1	1	2	0	2126	28	0	24.1493 	0	0.00598801
UL	53.3608	5336	0	3	2	1	1	1	0	2126	28	0	29.858 	0	0
DL	53.3628	5336	2	3	1	1	1	2	0	2126	28	0	24.2013	0	0.00598801
DL	53.3628	5336	2	3	2	1	1	3	0	1717	24	0	18.6729	0	0
DL	53.3628	5336	2	3	3	1	1	1	0	2126	28	0	29.7543	0	0
UL	53.3708	5337	0	3	1	1	1	2	0	2126	28	0	24.1396 	0	0.00598801
UL	53.3708	5337	0	3	2	1	1	1	0	2126	28	0	29.5504 	0	0
DL	53.3728	5337	2	3	1	1	1	2	0	2126	28	0	24.1581	0	0.00598801
DL	53.3728	5337	2	3	2	1	1	3	0	1717	24	0	18.8466	0	0
DL	53.3728	5337	2	3	3	1	1	1	0	2126	28	0	29.5864	0	0
UL	53.3808	5338	0	3	1	1	1	2	0	2126	28	0	24.0142 	0	0.00598801
UL	53.3808	5338	0	3	2	1	1	1	0	2126	28	0	29.9033 	0	0
DL	53.3828	5338	2	3	1	1	1	2	0	2126	28	0	24.0057	0	0.00598801
DL	53.3828	5338	2	3	2	1	1	3	0	1717	24	0	19.0703	0	0
DL	53.3828	5338	2	3	3	1	1	1	0	2126	28	0	29.8239	0	0
UL	53.3908	5339	0	3	1	1	1	2	0	2126	28	0	23.9208 	0	0.0184849
UL	53.3908	5339	0	3	2	1	1	1	0	2126	28	0	29.8534 	0	0
DL	53.3928	5339	2	3	1	1	1	2	0	2126	28	0	23.9671	0	0.0184849
DL	53.3928	5339	2	3	2	1	1	3	0	1717	24	0	19.4334	0	0
DL	53.3928	5339	2	3	3	1	1	1	0	2126	28	0	29.8013	0	0
UL	53.4008	5340	0	3	1	1	1	2	0	2038	27	0	23.8266 	0	0
UL	53.4008	5340	0	3	2	1	1	1	0	2126	28	0	29.8238 	0	0
DL	53.4028	5340	2	3	1	1	1	2	0	1946	26	0	24.0153	0	0
DL	53.4028	5340	2	3	2	1	1	3	0	1717	24	0	19.3521	0	0
DL	53.4028	5340	2	3	3	1	1	1	0	2126	28	0	29.9467	0	0
UL	53.4108	5341	0	3	1	1	1	2	0	2038	27	0	23.979 	0	0
UL	53.4108	5341	0	3	2	1	1	1	0	2126	28	0	30.0706 	0	0
DL	53.4128	5341	2	3	1	1	1	2	0	2126	28	0	23.9394	0	0.0184849
DL	53.4128	5341	2	3	2	1	1	3	0	1717	24	0	19.3075	0	0
DL	53.4128	5341	2	3	3	1	1	1	0	2126	28	0	30.0984	0	0
UL	53.4208	5342	0	3	1	1	1	2	0	2126	28	0	24.1642 	0	0.00598801
UL	53.4208	5342	0	3	2	1	1	1	0	2126	28	0	30.071 	0	0
DL	53.4228	5342	2	3	1	1	1	2	0	1946	26	0	24.0196	0	0
DL	53.4228	5342	2	3	2	1	1	3	0	1717	24	0	19.1677	0	0
DL	53.4228	5342	2	3	3	1	1	1	0	2126	28	0	29.9843	0	0
UL	53.4308	5343	0	3	1	1	1	2	0	2126	28	0	24.0417 	0	0.00598801
UL	53.4308	5343	0	3	2	1	1	1	0	2126	28	0	30.0185 	0	0
DL	53.4328	5343	2	3	1	1	1	2	0	2126	28	0	24.083	0	0.00598801
DL	53.4328	5343	2	3	2	1	1	3	0	1717	24	0	18.9223	0	0
DL	53.4328	5343	2	3	3	1	1	1	0	2126	28	0	29.99	0	0
UL	53.4408	5344	0	3	1	1	1	2	0	2126	28	0	24.0139 	0	0.00598801
UL	53.4408	5344	0	3	2	1	1	1	0	2126	28	0	29.954 	0	0
DL	53.4428	5344	2	3	1	1	1	2	0	2126	28	0	23.9063	0	0.0184849
DL	53.4428	5344	2	3	2	1	1	3	0	1717	24	0	18.8319	0	0
DL	53.4428	5344	2	3	3	1	1	1	0	2126	28	0	29.9899	0	0
UL	53.4508	5345	0	3	1	1	1	2	0	2126	28	0	24.0184 	0	0.00598801
UL	53.4508	5345	0	3	2	1	1	1	0	2126	28	0	29.9397 	0	0
DL	53.4528	5345	2	3	1	1	1	2	0	1946	26	0	24.0245	0	0
DL	53.4528	5345	2	3	2	1	1	3	0	1717	24	0	18.7741	0	0
DL	53.4528	5345	2	3	3	1	1	1	0	2126	28	0	29.9664	0	0
UL	53.4608	5346	0	3	1	1	1	2	0	2126	28	0	24.0293 	0	0.00598801
UL	53.4608	5346	0	3	2	1	1	1	0	2126	28	0	30.0429 	0	0
DL	53.4628	5346	2	3	1	1	1	2	0	2126	28	0	24.023	0	0.00598801
DL	53.4628	5346	2	3	2	1	1	3	0	1717	24	0	18.6403	0	0
DL	53.4628	5346	2	3	3	1	1	1	0	2126	28	0	29.9415	0	0
UL	53.4708	5347	0	3	1	1	1	2	0	2126	28	0	23.9139 	0	0.0184849
UL	53.4708	5347	0	3	2	1	1	1	0	2126	28	0	30.0972 	0	0
DL	53.4728	5347	2	3	1	1	1	2	0	2126	28	0	23.9373	0	0.0184849
DL	53.4728	5347	2	3	2	1	1	3	0	1717	24	0	18.7006	0	0
DL	53.4728	5347	2	3	3	1	1	1	0	2126	28	0	30.0937	0	0
UL	53.4808	5348	0	3	1	1	1	2	0	2038	27	0	23.7396 	0	0
UL	53.4808	5348	0	3	2	1	1	1	0	2126	28	0	30.211 	0	0
DL	53.4828	5348	2	3	1	1	1	2	0	1946	26	0	23.7235	0	0
DL	53.4828	5348	2	3	2	1	1	3	0	1717	24	0	18.5808	0	0
DL	53.4828	5348	2	3	3	1	1	1	0	2126	28	0	30.1723	0	0
UL	53.4908	5349	0	3	1	1	1	2	0	2038	27	0	23.5835 	0	0
UL	53.4908	5349	0	3	2	1	1	1	0	2126	28	0	30.1994 	0	0
DL	53.4928	5349	2	3	1	1	1	2	0	1946	26	0	23.3744	0	0
DL	53.4928	5349	2	3	2	1	1	3	0	1717	24	0	18.5406	1	0.0307597
DL	53.4928	5349	2	3	3	1	1	1	0	2126	28	0	30.3262	0	0
DL	53.4935	5349	3	2	1	1	1	3	0	1717	24	1	18.5737	0	0
DL	53.4936	5349	3	2	2	1	1	3	0	1717	24	2	18.5575	0	0.0307597
UL	53.5008	5350	0	3	1	1	1	1	0	2126	28	0	30.2927 	0	0
UL	53.5008	5350	0	3	2	1	1	2	0	2038	27	0	23.4723 	0	0
DL	53.5028	5350	2	3	1	1	1	1	0	2126	28	0	30.2303	0	0
DL	53.5028	5350	2	3	2	1	1	2	0	1946	26	0	23.4602	0	0
DL	53.5028	5350	2	3	3	1	1	3	0	1717	24	0	18.5187	0	0.0307597
UL	53.5108	5351	0	3	1	1	1	1	0	2126	28	0	30.4504 	0	0
UL	53.5108	5351	0	3	2	1	1	2	0	2038	27	0	23.3287 	0	0
DL	53.5128	5351	2	3	1	1	1	1	0	2126	28	0	30.448	0	0
DL	53.5128	5351	2	3	2	1	1	2	0	1946	26	0	23.4657	0	0
DL	53.5128	5351	2	3	3	1	1	3	0	1717	24	0	18.5469	0	0.0307597
UL	53.5208	5352	0	3	1	1	1	1	0	2126	28	0	30.3871 	0	0
UL	53.5208	5352	0	3	2	1	1	2	0	2038	27	0	23.4298 	0	0
DL	53.5228	5352	2	3	1	1	1	1	0	2126	28	0	30.35	0	0
DL	53.5228	5352	2	3	2	1	1	2	0	1946	26	0	23.3511	0	0
DL	53.5228	5352	2	3	3	1	1	3	0	1717	24	0	18.3905	0	0.0307597
UL	53.5308	5353	0	3	1	1	1	1	0	2126	28	0	30.4008 	0	0
UL	53.5308	5353	0	3	2	1	1	2	0	2038	27	0	23.2927 	0	0
DL	53.5328	5353	2	3	1	1	1	1	0	2126	28	0	30.3722	0	0
DL	53.5328	5353	2	3	2	1	1	2	0	1946	26	0	23.3341	0	0
DL	53.5328	5353	2	3	3	1	1	3	0	1717	24	0	18.3859	0	0.0307597
UL	53.5408	5354	0	3	1	1	1	1	0	2126	28	0	30.3105 	0	0
UL	53.5408	5354	0	3	2	1	1	2	0	2038	27	0	23.5471 	0	0
DL	53.5428	5354	2	3	1	1	1	1	0	2126	28	0	30.2987	0	0
DL	53.5428	5354	2	3	2	1	1	2	0	1946	26	0	23.5148	0	0
DL	53.5428	5354	2	3	3	1	1	3	0	1717	24	0	18.5091	0	0.0307597
UL	53.5508	5355	0	3	1	1	1	1	0	2126	28	0	30.267 	0	0
UL	53.5508	5355	0	3	2	1	1	2	0	2038	27	0	23.7123 	0	0
DL	53.5528	5355	2	3	1	1	1	1	0	2126	28	0	30.2976	0	0
DL	53.5528	5355	2	3	2	1	1	2	0	1946	26	0	23.7592	0	0
DL	53.5528	5355	2	3	3	1	1	3	0	1717	24	0	18.553	0	0.0307597
UL	53.5608	5356	0	3	1	1	1	1	0	2126	28	0	30.0864 	0	0
UL	53.5608	5356	0	3	2	1	1	2	0	2038	27	0	23.7 	0	0
DL	53.5628	5356	2	3	1	1	1	1	0	2126	28	0	30.0519	0	0
DL	53.5628	5356	2	3	2	1	1	2	0	1946	26	0	23.7257	0	0
DL	53.5628	5356	2	3	3	1	1	3	0	1717	24	0	18.6185	0	0
UL	53.5708	5357	0	3	1	1	1	1	0	2126	28	0	29.853 	0	0
UL	53.5708	5357	0	3	2	1	1	2	0	2038	27	0	23.7914 	0	0
DL	53.5728	5357	2	3	1	1	1	1	0	2126	28	0	29.9178	0	0
DL	53.5728	5357	2	3	2	1	1	2	0	1946	26	0	23.8848	0	0
DL	53.5728	5357	2	3	3	1	1	3	0	1717	24	0	18.8598	0	0
UL	53.5808	5358	0	3	1	1	1	1	0	2126	28	0	29.6381 	0	0
UL	53.5808	5358	0	3	2	1	1	2	0	2038	27	0	23.8246 	0	0
DL	53.5828	5358	2	3	1	1	1	1	0	2126	28	0	29.6573	0	0
DL	53.5828	5358	2	3	2	1	1	2	0	1946	26	0	23.7976	0	0
DL	53.5828	5358	2	3	3	1	1	3	0	1717	24	0	19.0266	0	0
UL	53.5908	5359	0	3	1	1	1	1	0	2126	28	0	29.5435 	0	0
UL	53.5908	5359	0	3	2	1	1	2	0	2038	27	0	23.9232 	0	0
DL	53.5928	5359	2	3	1	1	1	1	0	2126	28	0	29.5321	0	0
DL	53.5928	5359	2	3	2	1	1	2	0	1946	26	0	23.7607	0	0
DL	53.5928	5359	2	3	3	1	1	3	0	1717	24	0	18.8021	0	0
UL	53.6008	5360	0	3	1	1	1	1	0	2126	28	0	29.3595 	0	0
UL	53.6008	5360	0	3	2	1	1	2	0	2038	27	0	23.6567 	0	0
DL	53.6028	5360	2	3	1	1	1	1	0	2126	28	0	29.2732	0	0
DL	53.6028	5360	2	3	2	1	1	2	0	1946	26	0	23.3884	0	0
DL	53.6028	5360	2	3	3	1	1	3	0	1717	24	0	18.6568	0	0
UL	53.6108	5361	0	3	1	1	1	1	0	2126	28	0	29.3915 	0	0
